"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Subplot_Albedo","SE","Season"
"103","Telemark","UB",9,"Deciduous",1,0.46449705352287,0.000794331130125662,"Winter"
"104","Trøndelag","UB",9,"Deciduous",1,0.428677263688683,0.00235981798256884,"Winter"
"105","Trøndelag","B",10,"Deciduous",1,0.439223402940794,0.00134983668933981,"Winter"
"106","Trøndelag","UB",10,"Deciduous",1,0.428449184224768,0.00235391180112107,"Winter"
"107","Trøndelag","B",11,"Deciduous",1,0.438719921908047,0.0012604458688834,"Winter"
"108","Trøndelag","UB",11,"Deciduous",1,0.428550557618436,0.0023427776229573,"Winter"
"109","Telemark","B",1,"Pine",1,0.428535869441721,0.000216760149510357,"Winter"
"110","Trøndelag","B",1,"Pine",1,0.405255758051887,0,"Winter"
"111","Telemark","UB",1,"Pine",1,0.429052844169533,0.000115697162911102,"Winter"
"112","Trøndelag","UB",1,"Pine",1,0.405385530009127,1.21381894220721e-05,"Winter"
"113","Hedmark","B",2,"Pine",1,0.330697979472557,0.00125208604637978,"Winter"
"114","Telemark","B",2,"Pine",1,0.428275750115174,0.000263401525815647,"Winter"
"115","Trøndelag","B",2,"Pine",1,0.405237441541264,1.83165106236237e-05,"Winter"
"116","Hedmark","UB",2,"Pine",1,0.331461127970582,0.00142994792182544,"Winter"
"117","Telemark","UB",2,"Pine",1,0.429030357323949,0.000106411022557109,"Winter"
"118","Trøndelag","UB",2,"Pine",1,0.405284535220329,6.12202576952932e-05,"Winter"
"119","Hedmark","B",3,"Pine",1,0.332478625617674,0.000823835501280504,"Winter"
"120","Telemark","B",3,"Pine",1,0.427026769625316,0.000476052304599503,"Winter"
"121","Trøndelag","B",3,"Pine",1,0.405083207684718,9.46864229766715e-05,"Winter"
"122","Hedmark","UB",3,"Pine",1,0.333169625047362,0.000733185450485097,"Winter"
"123","Telemark","UB",3,"Pine",1,0.428590951852662,0.000194700670977755,"Winter"
"124","Trøndelag","UB",3,"Pine",1,0.405093339010996,0.000147319351556107,"Winter"
"125","Hedmark","B",4,"Pine",1,0.331698585401636,0.00103523618954428,"Winter"
"126","Telemark","B",4,"Pine",1,0.425933366756035,0.000630113388733422,"Winter"
"127","Trøndelag","B",4,"Pine",1,0.405107857737171,8.1940882897927e-05,"Winter"
"128","Hedmark","UB",4,"Pine",1,0.33293060029763,0.000772917194548208,"Winter"
"129","Telemark","UB",4,"Pine",1,0.427992190611477,0.000299878756153561,"Winter"
"130","Trøndelag","UB",4,"Pine",1,0.404789477676907,0.000291563180525881,"Winter"
"131","Hedmark","B",5,"Pine",1,0.330633532918019,0.00122872245950483,"Winter"
"132","Telemark","B",5,"Pine",1,0.424431947620372,0.000840511102434076,"Winter"
"133","Trøndelag","B",5,"Pine",1,0.404743460902306,0.000131857886649651,"Winter"
"134","Hedmark","UB",5,"Pine",1,0.332256284469941,0.000837133824561026,"Winter"
"135","Telemark","UB",5,"Pine",1,0.426656088758476,0.000587478217765332,"Winter"
"136","Trøndelag","UB",5,"Pine",1,0.404321949324923,0.000369757958655779,"Winter"
"137","Hedmark","B",6,"Pine",1,0.328746890511819,0.001486303627553,"Winter"
"138","Telemark","B",6,"Pine",1,0.422929236687654,0.00115214931792807,"Winter"
"139","Trøndelag","B",6,"Pine",1,0.404495146098838,0.000130295731969024,"Winter"
"140","Hedmark","UB",6,"Pine",1,0.33128979692044,0.000852917101258447,"Winter"
"141","Telemark","UB",6,"Pine",1,0.426164743375048,0.000646149651577765,"Winter"
"142","Trøndelag","UB",6,"Pine",1,0.404051954115095,0.000465437960157978,"Winter"
"143","Hedmark","B",7,"Pine",1,0.327789889079173,0.00158447451437718,"Winter"
"144","Telemark","B",7,"Pine",1,0.419719191553681,0.00160080756552122,"Winter"
"145","Trøndelag","B",7,"Pine",1,0.404295200449755,0.000198470199997979,"Winter"
"146","Hedmark","UB",7,"Pine",1,0.329573642602109,0.00113624721063415,"Winter"
"147","Telemark","UB",7,"Pine",1,0.424153774724595,0.00109052166893941,"Winter"
"148","Trøndelag","UB",7,"Pine",1,0.403718426537876,0.00050607487295977,"Winter"
"149","Hedmark","B",8,"Pine",1,0.326755390771858,0.0019330473195743,"Winter"
"150","Telemark","B",8,"Pine",1,0.417907754258449,0.00182157005235352,"Winter"
"151","Trøndelag","B",8,"Pine",1,0.399692475171238,0.00138826646564755,"Winter"
"152","Hedmark","UB",8,"Pine",1,0.329351385083708,0.00130499387343435,"Winter"
"153","Telemark","UB",8,"Pine",1,0.422633537507414,0.00127813659811067,"Winter"
"154","Trøndelag","UB",8,"Pine",1,0.398561244844776,0.00177314131170383,"Winter"
"155","Telemark","B",9,"Pine",1,0.416100528327046,0.00174870278169929,"Winter"
"156","Trøndelag","B",9,"Pine",1,0.400543843766361,0.00131707721096935,"Winter"
"157","Telemark","UB",9,"Pine",1,0.422125161461016,0.00113329916154624,"Winter"
"158","Trøndelag","UB",9,"Pine",1,0.397579143831999,0.00194503087049781,"Winter"
"159","Trøndelag","B",10,"Pine",1,0.400950053842048,0.00111777720640742,"Winter"
"160","Trøndelag","UB",10,"Pine",1,0.396895983889736,0.00186033722342085,"Winter"
"161","Trøndelag","B",11,"Pine",1,0.400494460037556,0.00106745114096777,"Winter"
"162","Trøndelag","UB",11,"Pine",1,0.395025827164498,0.00221537651674484,"Winter"
"163","Telemark","B",1,"Spruce",1,0.412981218394172,0.00056514166878829,"Winter"
"164","Trøndelag","B",1,"Spruce",1,0.385104627798405,0.00127277788142377,"Winter"
"165","Telemark","UB",1,"Spruce",1,0.408932745354519,0.00192912391690028,"Winter"
"166","Trøndelag","UB",1,"Spruce",1,0.384575812781444,0.00119433328988607,"Winter"
"167","Hedmark","B",2,"Spruce",1,0.317542603467288,0.000275432793386092,"Winter"
"168","Telemark","B",2,"Spruce",1,0.412922828309412,0.000512663304509439,"Winter"
"169","Trøndelag","B",2,"Spruce",1,0.383635522584497,0.00132369564485409,"Winter"
"170","Hedmark","UB",2,"Spruce",1,0.313344934812111,0.00348550424285583,"Winter"
"171","Telemark","UB",2,"Spruce",1,0.410478278900634,0.00111910864604908,"Winter"
"172","Trøndelag","UB",2,"Spruce",1,0.383115122925571,0.00120751783417851,"Winter"
"173","Hedmark","B",3,"Spruce",1,0.314858814615685,0.000998366697003318,"Winter"
"174","Telemark","B",3,"Spruce",1,0.412079023774025,0.000697884421876198,"Winter"
"175","Trøndelag","B",3,"Spruce",1,0.381881164838515,0.00130955661850945,"Winter"
"176","Hedmark","UB",3,"Spruce",1,0.31332762057138,0.00141703143338286,"Winter"
"177","Telemark","UB",3,"Spruce",1,0.40681560802649,0.00193655049583347,"Winter"
"178","Trøndelag","UB",3,"Spruce",1,0.381852501601466,0.00124978756235709,"Winter"
"179","Hedmark","B",4,"Spruce",1,0.313160135866139,0.00143753467305332,"Winter"
"180","Telemark","B",4,"Spruce",1,0.411155542832277,0.000868669515225275,"Winter"
"181","Trøndelag","B",4,"Spruce",1,0.379427517628225,0.00142593867710328,"Winter"
"182","Hedmark","UB",4,"Spruce",1,0.310723967364268,0.00172410352641916,"Winter"
"183","Telemark","UB",4,"Spruce",1,0.403861982009166,0.00205269786645908,"Winter"
"184","Trøndelag","UB",4,"Spruce",1,0.37666514454247,0.0015017408420135,"Winter"
"185","Hedmark","B",5,"Spruce",1,0.310353974864166,0.00206636325590274,"Winter"
"186","Telemark","B",5,"Spruce",1,0.41029172150278,0.00110405204089663,"Winter"
"187","Trøndelag","B",5,"Spruce",1,0.375620124315234,0.00171609677048147,"Winter"
"188","Hedmark","UB",5,"Spruce",1,0.30969938289022,0.00183095112319819,"Winter"
"189","Telemark","UB",5,"Spruce",1,0.401556095072468,0.00229920500730162,"Winter"
"190","Trøndelag","UB",5,"Spruce",1,0.372824929739924,0.001932810617872,"Winter"
"191","Hedmark","B",6,"Spruce",1,0.309169232937297,0.00222537238183302,"Winter"
"192","Telemark","B",6,"Spruce",1,0.407987146402987,0.0014994521042445,"Winter"
"193","Trøndelag","B",6,"Spruce",1,0.368657278956862,0.00267499273657049,"Winter"
"194","Hedmark","UB",6,"Spruce",1,0.303231516298798,0.00267391735788113,"Winter"
"195","Telemark","UB",6,"Spruce",1,0.399576275374061,0.0023373758455243,"Winter"
"196","Trøndelag","UB",6,"Spruce",1,0.36798493743519,0.00243286044611407,"Winter"
"197","Hedmark","B",7,"Spruce",1,0.302908182805613,0.00340523984371566,"Winter"
"198","Telemark","B",7,"Spruce",1,0.406632323551911,0.00169941980549156,"Winter"
"199","Trøndelag","B",7,"Spruce",1,0.367606475334813,0.00235460024575654,"Winter"
"200","Hedmark","UB",7,"Spruce",1,0.301341101658795,0.00302011754910938,"Winter"
"201","Telemark","UB",7,"Spruce",1,0.396100419152681,0.00275428531163932,"Winter"
"202","Trøndelag","UB",7,"Spruce",1,0.365214441837363,0.00261667663660978,"Winter"
"203","Hedmark","B",8,"Spruce",1,0.29961483661906,0.00481859444457937,"Winter"
"204","Telemark","B",8,"Spruce",1,0.404118748653551,0.00217116943255286,"Winter"
"205","Trøndelag","B",8,"Spruce",1,0.359076133884528,0.00297127266275921,"Winter"
"206","Hedmark","UB",8,"Spruce",1,0.298013669057094,0.00369688981304682,"Winter"
"207","Telemark","UB",8,"Spruce",1,0.391838176045121,0.00295818927476903,"Winter"
"208","Trøndelag","UB",8,"Spruce",1,0.360614521237203,0.00318902269489944,"Winter"
"209","Telemark","B",9,"Spruce",1,0.401593186950369,0.00238215845943917,"Winter"
"210","Trøndelag","B",9,"Spruce",1,0.358281605935878,0.00308222007185354,"Winter"
"211","Telemark","UB",9,"Spruce",1,0.390600646028359,0.00309326694098727,"Winter"
"212","Trøndelag","UB",9,"Spruce",1,0.361698352719988,0.00290548161988223,"Winter"
"213","Trøndelag","B",10,"Spruce",1,0.355954747768248,0.00351985577769827,"Winter"
"214","Trøndelag","UB",10,"Spruce",1,0.358205762031685,0.00293208978119349,"Winter"
"215","Trøndelag","B",11,"Spruce",1,0.353743364999173,0.0033015357931179,"Winter"
"216","Trøndelag","UB",11,"Spruce",1,0.360012916932407,0.00283277081132281,"Winter"
"217","Telemark","B",1,"Composite",2,0.469487578831056,0.00236649671458804,"Winter"
"218","Trøndelag","B",1,"Composite",2,0.45110664349372,0.00235339528352233,"Winter"
"219","Telemark","UB",1,"Composite",2,0.471368851932529,0.00294420231033887,"Winter"
"220","Trøndelag","UB",1,"Composite",2,0.448810483628298,0.00306795100691173,"Winter"
"221","Hedmark","B",2,"Composite",2,0.389687696091967,0.00406227014341479,"Winter"
"222","Telemark","B",2,"Composite",2,0.473218346846841,0.00223593545393479,"Winter"
"223","Trøndelag","B",2,"Composite",2,0.451121495313604,0.0024537923926019,"Winter"
"224","Hedmark","UB",2,"Composite",2,0.40554984759463,0.00626901405631052,"Winter"
"225","Telemark","UB",2,"Composite",2,0.476713345356712,0.0021123923864084,"Winter"
"226","Trøndelag","UB",2,"Composite",2,0.449331513271703,0.00298809964258496,"Winter"
"227","Hedmark","B",3,"Composite",2,0.400249283515299,0.00311064004789576,"Winter"
"228","Telemark","B",3,"Composite",2,0.471641757693029,0.00223403936667089,"Winter"
"229","Trøndelag","B",3,"Composite",2,0.448835567877317,0.00257912605918529,"Winter"
"230","Hedmark","UB",3,"Composite",2,0.412154100521594,0.00281855549318782,"Winter"
"231","Telemark","UB",3,"Composite",2,0.470902463942686,0.00265665831580264,"Winter"
"232","Trøndelag","UB",3,"Composite",2,0.448544632726093,0.00263663080185996,"Winter"
"233","Hedmark","B",4,"Composite",2,0.399046758714685,0.00304351564895274,"Winter"
"234","Telemark","B",4,"Composite",2,0.46993556598876,0.0022480569981041,"Winter"
"235","Trøndelag","B",4,"Composite",2,0.449873347139194,0.00219179631939509,"Winter"
"236","Hedmark","UB",4,"Composite",2,0.409985874618985,0.00288735623476931,"Winter"
"237","Telemark","UB",4,"Composite",2,0.469731891476043,0.00223903824231607,"Winter"
"238","Trøndelag","UB",4,"Composite",2,0.448396811274099,0.00244512327027614,"Winter"
"239","Hedmark","B",5,"Composite",2,0.3991703887025,0.00295450345580587,"Winter"
"240","Telemark","B",5,"Composite",2,0.46882341123219,0.00231071451917275,"Winter"
"241","Trøndelag","B",5,"Composite",2,0.446813275887202,0.00234922275852554,"Winter"
"242","Hedmark","UB",5,"Composite",2,0.405566423314226,0.00280400533382177,"Winter"
"243","Telemark","UB",5,"Composite",2,0.468413497985342,0.00220051952269379,"Winter"
"244","Trøndelag","UB",5,"Composite",2,0.444520834071386,0.00231089660454384,"Winter"
"245","Hedmark","B",6,"Composite",2,0.398298498199759,0.00309717787821374,"Winter"
"246","Telemark","B",6,"Composite",2,0.466085283103117,0.00232790801183996,"Winter"
"247","Trøndelag","B",6,"Composite",2,0.446298276447431,0.00241958953246405,"Winter"
"248","Hedmark","UB",6,"Composite",2,0.402055826147853,0.00323423885111919,"Winter"
"249","Telemark","UB",6,"Composite",2,0.465669217754899,0.00213994557480021,"Winter"
"250","Trøndelag","UB",6,"Composite",2,0.443770940333268,0.00223790993229083,"Winter"
"251","Hedmark","B",7,"Composite",2,0.396613481594203,0.00364854212732437,"Winter"
"252","Telemark","B",7,"Composite",2,0.46459835222943,0.00251948899687382,"Winter"
"253","Trøndelag","B",7,"Composite",2,0.447508684525917,0.00231361575319881,"Winter"
"254","Hedmark","UB",7,"Composite",2,0.3997645224436,0.00336185992170509,"Winter"
"255","Telemark","UB",7,"Composite",2,0.464413322665875,0.00224244277867658,"Winter"
"256","Trøndelag","UB",7,"Composite",2,0.441906340360251,0.00248955329062975,"Winter"
"257","Hedmark","B",8,"Composite",2,0.400838808558031,0.00325911770659836,"Winter"
"258","Telemark","B",8,"Composite",2,0.46291487319401,0.00276602738775975,"Winter"
"259","Trøndelag","B",8,"Composite",2,0.442042060251831,0.00252678958738291,"Winter"
"260","Hedmark","UB",8,"Composite",2,0.399735437186388,0.00460333560524484,"Winter"
"261","Telemark","UB",8,"Composite",2,0.461768562243973,0.00229523358213726,"Winter"
"262","Trøndelag","UB",8,"Composite",2,0.430082382740831,0.00270309424399917,"Winter"
"263","Telemark","B",9,"Composite",2,0.460626589140892,0.00274650959085224,"Winter"
"264","Trøndelag","B",9,"Composite",2,0.442180542581306,0.00228606425348038,"Winter"
"265","Telemark","UB",9,"Composite",2,0.46137156541188,0.0023315828029449,"Winter"
"266","Trøndelag","UB",9,"Composite",2,0.430585458031662,0.00236226478532377,"Winter"
"267","Trøndelag","B",10,"Composite",2,0.438953891848892,0.00403085857839907,"Winter"
"268","Trøndelag","UB",10,"Composite",2,0.429547377473312,0.0022557212328522,"Winter"
"269","Trøndelag","B",11,"Composite",2,0.439135533342538,0.00219660338678074,"Winter"
"270","Trøndelag","UB",11,"Composite",2,0.429858051303941,0.00237455004682935,"Winter"
"271","Telemark","B",1,"Deciduous",2,0.495920061545738,0.000401446277888616,"Winter"
"272","Trøndelag","B",1,"Deciduous",2,0.468395901266978,0.000143842483794938,"Winter"
"273","Telemark","UB",1,"Deciduous",2,0.496411968153929,9.50079354649861e-05,"Winter"
"274","Trøndelag","UB",1,"Deciduous",2,0.468471709376113,0.000120571645335984,"Winter"
"275","Hedmark","B",2,"Deciduous",2,0.433388581895867,0.000234083552653555,"Winter"
"276","Telemark","B",2,"Deciduous",2,0.495818021240473,0.00033203913786213,"Winter"
"277","Trøndelag","B",2,"Deciduous",2,0.468063888008058,0.000179090474473657,"Winter"
"278","Hedmark","UB",2,"Deciduous",2,0.433055808666855,0.000368968652770589,"Winter"
"279","Telemark","UB",2,"Deciduous",2,0.495956983526309,0.000160123546514097,"Winter"
"280","Trøndelag","UB",2,"Deciduous",2,0.467923377987471,0.000166852837137477,"Winter"
"281","Hedmark","B",3,"Deciduous",2,0.433184655546257,8.6608818629083e-05,"Winter"
"282","Telemark","B",3,"Deciduous",2,0.495620078074007,0.000310021030137666,"Winter"
"283","Trøndelag","B",3,"Deciduous",2,0.46794939454293,0.000167053117440975,"Winter"
"284","Hedmark","UB",3,"Deciduous",2,0.431650605004903,0.000436034936144771,"Winter"
"285","Telemark","UB",3,"Deciduous",2,0.494874878488741,0.000361239754754669,"Winter"
"286","Trøndelag","UB",3,"Deciduous",2,0.467132435841393,0.000254738845477393,"Winter"
"287","Hedmark","B",4,"Deciduous",2,0.433136570743457,9.43427720634394e-05,"Winter"
"288","Telemark","B",4,"Deciduous",2,0.49519140501243,0.000367877353064274,"Winter"
"289","Trøndelag","B",4,"Deciduous",2,0.467488339616701,0.000269851285073663,"Winter"
"290","Hedmark","UB",4,"Deciduous",2,0.430332641664498,0.000684688094945705,"Winter"
"291","Telemark","UB",4,"Deciduous",2,0.49376406107395,0.000491332134375097,"Winter"
"292","Trøndelag","UB",4,"Deciduous",2,0.465793727418489,0.000470391107101194,"Winter"
"293","Hedmark","B",5,"Deciduous",2,0.432789856171,0.000171188771045913,"Winter"
"294","Telemark","B",5,"Deciduous",2,0.494905113856273,0.000364080446222848,"Winter"
"295","Trøndelag","B",5,"Deciduous",2,0.467048450884944,0.000308640193102541,"Winter"
"296","Hedmark","UB",5,"Deciduous",2,0.427391225938073,0.00128447235871502,"Winter"
"297","Telemark","UB",5,"Deciduous",2,0.492291946272477,0.000742387792633629,"Winter"
"298","Trøndelag","UB",5,"Deciduous",2,0.464511373587989,0.000576086725661831,"Winter"
"299","Hedmark","B",6,"Deciduous",2,0.432478998907118,0.00017866633041283,"Winter"
"300","Telemark","B",6,"Deciduous",2,0.494473749820426,0.000380485884444864,"Winter"
"301","Trøndelag","B",6,"Deciduous",2,0.466846158888437,0.000380241776674695,"Winter"
"302","Hedmark","UB",6,"Deciduous",2,0.425526012972404,0.00156243253819665,"Winter"
"303","Telemark","UB",6,"Deciduous",2,0.490682258943215,0.000864488550735644,"Winter"
"304","Trøndelag","UB",6,"Deciduous",2,0.462360275457033,0.000908855657897655,"Winter"
"305","Hedmark","B",7,"Deciduous",2,0.432203491033384,0.000248796526994284,"Winter"
"306","Telemark","B",7,"Deciduous",2,0.494083432398057,0.000446410673341685,"Winter"
"307","Trøndelag","B",7,"Deciduous",2,0.466691375289837,0.000318548095457606,"Winter"
"308","Hedmark","UB",7,"Deciduous",2,0.424050600677368,0.00158016044567076,"Winter"
"309","Telemark","UB",7,"Deciduous",2,0.490185477866799,0.000859762100129807,"Winter"
"310","Trøndelag","UB",7,"Deciduous",2,0.461350256404259,0.000888345887308358,"Winter"
"311","Hedmark","B",8,"Deciduous",2,0.431614447970943,0.00033743177729532,"Winter"
"312","Telemark","B",8,"Deciduous",2,0.493261558167626,0.000606439311588011,"Winter"
"313","Trøndelag","B",8,"Deciduous",2,0.45950821482132,0.00141903719247251,"Winter"
