"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","SWE_mm","Albedo","Productivity_Index","Moose_Density"
"71761","Trøndelag","steinkjer_1bbb","1BBB","B",2,79.2239247311828,0.457123707574297,0.115979123,107.5650526
"71762","Trøndelag","steinkjer_1bbb","1BBB","B",2,115.41592920354,0.475309904083268,0.115979123,107.5650526
"71763","Trøndelag","steinkjer_1bbb","1BBB","B",2,140.152956989247,0.484173635310315,0.115979123,107.5650526
"71764","Trøndelag","steinkjer_1bbb","1BBB","B",2,70.3866666666667,0.360971652585836,0.115979123,107.5650526
"71765","Trøndelag","steinkjer_1bbb","1BBB","B",2,2.79677419354839,0.161853510258381,0.115979123,107.5650526
"71766","Trøndelag","steinkjer_1bbb","1BBB","B",2,0,0.159004435301126,0.115979123,107.5650526
"71767","Trøndelag","steinkjer_1bbb","1BBB","B",2,0,0.159004435300646,0.115979123,107.5650526
"71768","Trøndelag","steinkjer_1bbb","1BBB","B",2,0,0.159004435300648,0.115979123,107.5650526
"71769","Trøndelag","steinkjer_1bbb","1BBB","B",2,0,0.15900443531486,0.115979123,107.5650526
"71770","Trøndelag","steinkjer_1bbb","1BBB","B",2,0.984139784946237,0.159982937136171,0.115979123,107.5650526
"71771","Trøndelag","steinkjer_1bbb","1BBB","B",2,6.205,0.223938708334188,0.115979123,107.5650526
"71772","Trøndelag","steinkjer_1bbb","1BBB","B",2,41.4295698924731,0.371585657520711,0.115979123,107.5650526
"71773","Trøndelag","steinkjer_1bbb","1BBB","B",3,79.2239247311828,0.446947018323835,0.115979123,107.5650526
"71774","Trøndelag","steinkjer_1bbb","1BBB","B",3,115.41592920354,0.465994485091188,0.115979123,107.5650526
"71775","Trøndelag","steinkjer_1bbb","1BBB","B",3,140.152956989247,0.475136892153826,0.115979123,107.5650526
"71776","Trøndelag","steinkjer_1bbb","1BBB","B",3,70.3866666666667,0.353152260439013,0.115979123,107.5650526
"71777","Trøndelag","steinkjer_1bbb","1BBB","B",3,2.79677419354839,0.16016868542102,0.115979123,107.5650526
"71778","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156938132714395,0.115979123,107.5650526
"71779","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.15693813270965,0.115979123,107.5650526
"71780","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156938132709705,0.115979123,107.5650526
"71781","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156938132791078,0.115979123,107.5650526
"71782","Trøndelag","steinkjer_1bbb","1BBB","B",3,0.984139784946237,0.158058573554206,0.115979123,107.5650526
"71783","Trøndelag","steinkjer_1bbb","1BBB","B",3,6.205,0.221441199111649,0.115979123,107.5650526
"71784","Trøndelag","steinkjer_1bbb","1BBB","B",3,41.4295698924731,0.367739784046253,0.115979123,107.5650526
"71785","Trøndelag","steinkjer_1bbb","1BBB","B",3,79.2239247311828,0.452040480137883,0.115979123,107.5650526
"71786","Trøndelag","steinkjer_1bbb","1BBB","B",3,115.41592920354,0.469880219075605,0.115979123,107.5650526
"71787","Trøndelag","steinkjer_1bbb","1BBB","B",3,140.152956989247,0.478495813847444,0.115979123,107.5650526
"71788","Trøndelag","steinkjer_1bbb","1BBB","B",3,70.3866666666667,0.356465421358669,0.115979123,107.5650526
"71789","Trøndelag","steinkjer_1bbb","1BBB","B",3,2.79677419354839,0.159513814939212,0.115979123,107.5650526
"71790","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156656033043783,0.115979123,107.5650526
"71791","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156656033043294,0.115979123,107.5650526
"71792","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156656033043296,0.115979123,107.5650526
"71793","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.156656033057717,0.115979123,107.5650526
"71794","Trøndelag","steinkjer_1bbb","1BBB","B",3,0.984139784946237,0.157638673577899,0.115979123,107.5650526
"71795","Trøndelag","steinkjer_1bbb","1BBB","B",3,6.205,0.22133673376014,0.115979123,107.5650526
"71796","Trøndelag","steinkjer_1bbb","1BBB","B",3,41.4295698924731,0.368041756686118,0.115979123,107.5650526
"71797","Trøndelag","steinkjer_1bbb","1BBB","B",3,79.2239247311828,0.454996283730086,0.115979123,107.5650526
"71798","Trøndelag","steinkjer_1bbb","1BBB","B",3,115.41592920354,0.472884186879452,0.115979123,107.5650526
"71799","Trøndelag","steinkjer_1bbb","1BBB","B",3,140.152956989247,0.481567510785361,0.115979123,107.5650526
"71800","Trøndelag","steinkjer_1bbb","1BBB","B",3,70.3866666666667,0.358923863715191,0.115979123,107.5650526
"71801","Trøndelag","steinkjer_1bbb","1BBB","B",3,2.79677419354839,0.160517510117668,0.115979123,107.5650526
"71802","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.157702237302372,0.115979123,107.5650526
"71803","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.157702237301892,0.115979123,107.5650526
"71804","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.157702237301894,0.115979123,107.5650526
"71805","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.157702237316106,0.115979123,107.5650526
"71806","Trøndelag","steinkjer_1bbb","1BBB","B",3,0.984139784946237,0.15866880156397,0.115979123,107.5650526
"71807","Trøndelag","steinkjer_1bbb","1BBB","B",3,6.205,0.222562023909017,0.115979123,107.5650526
"71808","Trøndelag","steinkjer_1bbb","1BBB","B",3,41.4295698924731,0.369819440488255,0.115979123,107.5650526
"71809","Trøndelag","steinkjer_1bbb","1BBB","B",3,79.2239247311828,0.457618233611654,0.115979123,107.5650526
"71810","Trøndelag","steinkjer_1bbb","1BBB","B",3,115.41592920354,0.475873769304491,0.115979123,107.5650526
"71811","Trøndelag","steinkjer_1bbb","1BBB","B",3,140.152956989247,0.484779436753074,0.115979123,107.5650526
"71812","Trøndelag","steinkjer_1bbb","1BBB","B",3,70.3866666666667,0.361447667235338,0.115979123,107.5650526
"71813","Trøndelag","steinkjer_1bbb","1BBB","B",3,2.79677419354839,0.1621640674881,0.115979123,107.5650526
"71814","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.159307135121817,0.115979123,107.5650526
"71815","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.159307135121337,0.115979123,107.5650526
"71816","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.15930713512134,0.115979123,107.5650526
"71817","Trøndelag","steinkjer_1bbb","1BBB","B",3,0,0.159307135135552,0.115979123,107.5650526
"71818","Trøndelag","steinkjer_1bbb","1BBB","B",3,0.984139784946237,0.160288411881525,0.115979123,107.5650526
"71819","Trøndelag","steinkjer_1bbb","1BBB","B",3,6.205,0.224258722747547,0.115979123,107.5650526
"71820","Trøndelag","steinkjer_1bbb","1BBB","B",3,41.4295698924731,0.371996219954026,0.115979123,107.5650526
"71821","Trøndelag","steinkjer_1bbb","1BBB","B",4,79.2239247311828,0.444735327636893,0.115979123,107.5650526
"71822","Trøndelag","steinkjer_1bbb","1BBB","B",4,115.41592920354,0.46396433327367,0.115979123,107.5650526
"71823","Trøndelag","steinkjer_1bbb","1BBB","B",4,140.152956989247,0.473172643170181,0.115979123,107.5650526
"71824","Trøndelag","steinkjer_1bbb","1BBB","B",4,70.3866666666667,0.351449482311529,0.115979123,107.5650526
"71825","Trøndelag","steinkjer_1bbb","1BBB","B",4,2.79677419354839,0.159876155305497,0.115979123,107.5650526
"71826","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.156571380832558,0.115979123,107.5650526
"71827","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.156571380826898,0.115979123,107.5650526
"71828","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.156571380826964,0.115979123,107.5650526
"71829","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.156571380922729,0.115979123,107.5650526
"71830","Trøndelag","steinkjer_1bbb","1BBB","B",4,0.984139784946237,0.157719547454297,0.115979123,107.5650526
"71831","Trøndelag","steinkjer_1bbb","1BBB","B",4,6.205,0.220965845267385,0.115979123,107.5650526
"71832","Trøndelag","steinkjer_1bbb","1BBB","B",4,41.4295698924731,0.366912569968198,0.115979123,107.5650526
"71833","Trøndelag","steinkjer_1bbb","1BBB","B",4,79.2239247311828,0.449900664288002,0.115979123,107.5650526
"71834","Trøndelag","steinkjer_1bbb","1BBB","B",4,115.41592920354,0.467483463999557,0.115979123,107.5650526
"71835","Trøndelag","steinkjer_1bbb","1BBB","B",4,140.152956989247,0.47593912124281,0.115979123,107.5650526
"71836","Trøndelag","steinkjer_1bbb","1BBB","B",4,70.3866666666667,0.354451200566794,0.115979123,107.5650526
"71837","Trøndelag","steinkjer_1bbb","1BBB","B",4,2.79677419354839,0.15827032908429,0.115979123,107.5650526
"71838","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.155436019970986,0.115979123,107.5650526
"71839","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.155436019970496,0.115979123,107.5650526
"71840","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.155436019970498,0.115979123,107.5650526
"71841","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.155436019984943,0.115979123,107.5650526
"71842","Trøndelag","steinkjer_1bbb","1BBB","B",4,0.984139784946237,0.156410495998706,0.115979123,107.5650526
"71843","Trøndelag","steinkjer_1bbb","1BBB","B",4,6.205,0.220032906760149,0.115979123,107.5650526
"71844","Trøndelag","steinkjer_1bbb","1BBB","B",4,41.4295698924731,0.366344812305921,0.115979123,107.5650526
"71845","Trøndelag","steinkjer_1bbb","1BBB","B",4,79.2239247311828,0.454656129970341,0.115979123,107.5650526
"71846","Trøndelag","steinkjer_1bbb","1BBB","B",4,115.41592920354,0.472496338999866,0.115979123,107.5650526
"71847","Trøndelag","steinkjer_1bbb","1BBB","B",4,140.152956989247,0.48115081758248,0.115979123,107.5650526
"71848","Trøndelag","steinkjer_1bbb","1BBB","B",4,70.3866666666667,0.35859644278992,0.115979123,107.5650526
"71849","Trøndelag","steinkjer_1bbb","1BBB","B",4,2.79677419354839,0.160303897079476,0.115979123,107.5650526
"71850","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.157494028888043,0.115979123,107.5650526
"71851","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.157494028887562,0.115979123,107.5650526
"71852","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.157494028887565,0.115979123,107.5650526
"71853","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.157494028901777,0.115979123,107.5650526
"71854","Trøndelag","steinkjer_1bbb","1BBB","B",4,0.984139784946237,0.158458684451239,0.115979123,107.5650526
"71855","Trøndelag","steinkjer_1bbb","1BBB","B",4,6.205,0.222341905861323,0.115979123,107.5650526
"71856","Trøndelag","steinkjer_1bbb","1BBB","B",4,41.4295698924731,0.36953704007907,0.115979123,107.5650526
"71857","Trøndelag","steinkjer_1bbb","1BBB","B",4,79.2239247311828,0.457137123983987,0.115979123,107.5650526
"71858","Trøndelag","steinkjer_1bbb","1BBB","B",4,115.41592920354,0.475325201653559,0.115979123,107.5650526
"71859","Trøndelag","steinkjer_1bbb","1BBB","B",4,140.152956989247,0.484190070603368,0.115979123,107.5650526
"71860","Trøndelag","steinkjer_1bbb","1BBB","B",4,70.3866666666667,0.360984566784631,0.115979123,107.5650526
"71861","Trøndelag","steinkjer_1bbb","1BBB","B",4,2.79677419354839,0.161861935624714,0.115979123,107.5650526
"71862","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.15901264749725,0.115979123,107.5650526
"71863","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.15901264749677,0.115979123,107.5650526
"71864","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.159012647496772,0.115979123,107.5650526
"71865","Trøndelag","steinkjer_1bbb","1BBB","B",4,0,0.159012647510984,0.115979123,107.5650526
"71866","Trøndelag","steinkjer_1bbb","1BBB","B",4,0.984139784946237,0.159991224615543,0.115979123,107.5650526
"71867","Trøndelag","steinkjer_1bbb","1BBB","B",4,6.205,0.223947390272351,0.115979123,107.5650526
"71868","Trøndelag","steinkjer_1bbb","1BBB","B",4,41.4295698924731,0.371596796011695,0.115979123,107.5650526
"71869","Trøndelag","steinkjer_1bbb","1BBB","B",5,79.2239247311828,0.436192454513111,0.115979123,107.5650526
"71870","Trøndelag","steinkjer_1bbb","1BBB","B",5,115.41592920354,0.45577715131239,0.115979123,107.5650526
"71871","Trøndelag","steinkjer_1bbb","1BBB","B",5,140.152956989247,0.465076416419606,0.115979123,107.5650526
"71872","Trøndelag","steinkjer_1bbb","1BBB","B",5,70.3866666666667,0.344571633966077,0.115979123,107.5650526
"71873","Trøndelag","steinkjer_1bbb","1BBB","B",5,2.79677419354839,0.158112706585359,0.115979123,107.5650526
"71874","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.154611806147145,0.115979123,107.5650526
"71875","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.154611806138608,0.115979123,107.5650526
"71876","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.15461180613871,0.115979123,107.5650526
"71877","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.154611806279782,0.115979123,107.5650526
"71878","Trøndelag","steinkjer_1bbb","1BBB","B",5,0.984139784946237,0.155833940707707,0.115979123,107.5650526
"71879","Trøndelag","steinkjer_1bbb","1BBB","B",5,6.205,0.218582367316777,0.115979123,107.5650526
"71880","Trøndelag","steinkjer_1bbb","1BBB","B",5,41.4295698924731,0.363032858710758,0.115979123,107.5650526
"71881","Trøndelag","steinkjer_1bbb","1BBB","B",5,79.2239247311828,0.44683228663714,0.115979123,107.5650526
"71882","Trøndelag","steinkjer_1bbb","1BBB","B",5,115.41592920354,0.464025172122898,0.115979123,107.5650526
"71883","Trøndelag","steinkjer_1bbb","1BBB","B",5,140.152956989247,0.472243479097872,0.115979123,107.5650526
"71884","Trøndelag","steinkjer_1bbb","1BBB","B",5,70.3866666666667,0.351540307941197,0.115979123,107.5650526
"71885","Trøndelag","steinkjer_1bbb","1BBB","B",5,2.79677419354839,0.156464347498038,0.115979123,107.5650526
"71886","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.153671444221192,0.115979123,107.5650526
"71887","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.153671444220701,0.115979123,107.5650526
"71888","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.153671444220704,0.115979123,107.5650526
"71889","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.153671444235171,0.115979123,107.5650526
"71890","Trøndelag","steinkjer_1bbb","1BBB","B",5,0.984139784946237,0.154631401320116,0.115979123,107.5650526
"71891","Trøndelag","steinkjer_1bbb","1BBB","B",5,6.205,0.218147715701159,0.115979123,107.5650526
"71892","Trøndelag","steinkjer_1bbb","1BBB","B",5,41.4295698924731,0.36387776576208,0.115979123,107.5650526
"71893","Trøndelag","steinkjer_1bbb","1BBB","B",5,79.2239247311828,0.455691467718721,0.115979123,107.5650526
"71894","Trøndelag","steinkjer_1bbb","1BBB","B",5,115.41592920354,0.47367684498829,0.115979123,107.5650526
"71895","Trøndelag","steinkjer_1bbb","1BBB","B",5,140.152956989247,0.482419121077812,0.115979123,107.5650526
"71896","Trøndelag","steinkjer_1bbb","1BBB","B",5,70.3866666666667,0.359593025170183,0.115979123,107.5650526
"71897","Trøndelag","steinkjer_1bbb","1BBB","B",5,2.79677419354839,0.160954078462601,0.115979123,107.5650526
"71898","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158127760030826,0.115979123,107.5650526
"71899","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158127760030345,0.115979123,107.5650526
"71900","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158127760030348,0.115979123,107.5650526
"71901","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.15812776004456,0.115979123,107.5650526
"71902","Trøndelag","steinkjer_1bbb","1BBB","B",5,0.984139784946237,0.159098225165278,0.115979123,107.5650526
"71903","Trøndelag","steinkjer_1bbb","1BBB","B",5,6.205,0.223011886766569,0.115979123,107.5650526
"71904","Trøndelag","steinkjer_1bbb","1BBB","B",5,41.4295698924731,0.370396591959392,0.115979123,107.5650526
"71905","Trøndelag","steinkjer_1bbb","1BBB","B",5,79.2239247311828,0.456882719258827,0.115979123,107.5650526
"71906","Trøndelag","steinkjer_1bbb","1BBB","B",5,115.41592920354,0.475035125973421,0.115979123,107.5650526
"71907","Trøndelag","steinkjer_1bbb","1BBB","B",5,140.152956989247,0.48387842118978,0.115979123,107.5650526
"71908","Trøndelag","steinkjer_1bbb","1BBB","B",5,70.3866666666667,0.360739685085933,0.115979123,107.5650526
"71909","Trøndelag","steinkjer_1bbb","1BBB","B",5,2.79677419354839,0.161702172092151,0.115979123,107.5650526
"71910","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158856926142111,0.115979123,107.5650526
"71911","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.15885692614163,0.115979123,107.5650526
"71912","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158856926141633,0.115979123,107.5650526
"71913","Trøndelag","steinkjer_1bbb","1BBB","B",5,0,0.158856926155845,0.115979123,107.5650526
"71914","Trøndelag","steinkjer_1bbb","1BBB","B",5,0.984139784946237,0.159834075723949,0.115979123,107.5650526
"71915","Trøndelag","steinkjer_1bbb","1BBB","B",5,6.205,0.223782761571883,0.115979123,107.5650526
"71916","Trøndelag","steinkjer_1bbb","1BBB","B",5,41.4295698924731,0.371385585650423,0.115979123,107.5650526
"71917","Trøndelag","steinkjer_1bbb","1BBB","B",6,79.2239247311828,0.428290650513457,0.115979123,107.5650526
"71918","Trøndelag","steinkjer_1bbb","1BBB","B",6,115.41592920354,0.446920120684022,0.115979123,107.5650526
"71919","Trøndelag","steinkjer_1bbb","1BBB","B",6,140.152956989247,0.455724912467624,0.115979123,107.5650526
"71920","Trøndelag","steinkjer_1bbb","1BBB","B",6,70.3866666666667,0.337460625444578,0.115979123,107.5650526
"71921","Trøndelag","steinkjer_1bbb","1BBB","B",6,2.79677419354839,0.154954287856048,0.115979123,107.5650526
