"","ExperimentGisID","FieldSheetID","Region","LocalityName","LocalityCode","Treatment","X_Date","Plot","Taxa","CervidaeFunction","Height_cm","Height_class_50cm","Diameter_at_base_mm","Diameter_at_150cm_mm","Quantity","Year","Subplot_Total_Biomass_g","Years_Since_Exclosure"
"43",109,1452,"Hedmark","eidskog","STSKNB","B",2013-05-15,"SW","Pinus sylvestris (Furu)","Resten",NA,4,NA,NA,1,2013,1098.56,2
"44",109,1777,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2014,35.295,3
"45",109,1777,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2014,262.26,3
"46",109,1777,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NE","Pinus sylvestris (Furu)","Resten",NA,5,NA,NA,1,2014,1716.5,3
"47",109,1777,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NE","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,2,2014,549.28,3
"48",109,1777,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,3,2014,205.98,3
"49",109,1778,"Hedmark","eidskog","STSKNB","B",2014-05-15,"NW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2014,35.295,3
"50",109,2649,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2016,262.26,5
"51",109,2649,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,5,NA,NA,1,2016,1716.5,5
"52",109,2649,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2016,137.32,5
"53",109,2649,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,4,NA,NA,1,2016,1098.56,5
"54",109,2649,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,3,NA,NA,1,2016,617.94,5
"55",109,2650,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2016,120.46,5
"56",109,2650,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,8,2016,463.66,5
"57",109,2650,"Hedmark","eidskog","STSKNB","B",2016-01-01,"NW","Pinus sylvestris (Furu)","Resten",NA,3,NA,NA,1,2016,617.94,5
"58",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,9,2016,1084.14,5
"59",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,8,2016,282.36,5
"60",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2016,1292.48,5
"61",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,17,2016,4458.42,5
"62",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Picea abies (Gran)","Bad tree",NA,1,NA,NA,12,2016,695.49,5
"63",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Picea abies (Gran)","Bad tree",NA,3,NA,NA,6,2016,3951.315,5
"64",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Pinus sylvestris (Furu)","Resten",NA,7,NA,NA,1,2016,3364.34,5
"65",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Pinus sylvestris (Furu)","Resten",NA,5,NA,NA,2,2016,3433,5
"66",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,1,2016,68.66,5
"67",109,2651,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SE","Pinus sylvestris (Furu)","Resten",NA,3,NA,NA,3,2016,1853.82,5
"68",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2016,255.495,5
"69",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,8,2016,463.66,5
"70",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Pinus sylvestris (Furu)","Resten",NA,6,NA,NA,1,2016,2471.76,5
"71",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2016,137.32,5
"72",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Pinus sylvestris (Furu)","Resten",NA,5,NA,NA,1,2016,1716.5,5
"73",109,2652,"Hedmark","eidskog","STSKNB","B",2016-01-01,"SW","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,2,2016,549.28,5
"74",109,3146,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,1,2017,35.295,6
"75",109,3146,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2017,262.26,6
"76",109,3146,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NE","Pinus sylvestris (Furu)","Resten",NA,4,NA,NA,2,2017,2197.12,6
"77",109,3146,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NE","Pinus sylvestris (Furu)","Resten",NA,7,NA,NA,1,2017,3364.34,6
"78",109,3146,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NE","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,2,2017,549.28,6
"79",109,3145,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,1,2017,120.46,6
"80",109,3145,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,9,2017,521.6175,6
"81",109,3145,"Hedmark","eidskog","STSKNB","B",2017-04-18,"NW","Pinus sylvestris (Furu)","Resten",NA,4,NA,NA,1,2017,1098.56,6
"82",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,10,2017,1204.6,6
"83",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2017,255.495,6
"84",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,3,2017,105.885,6
"85",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,15,2017,3933.9,6
"86",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Picea abies (Gran)","Bad tree",NA,1,NA,NA,11,2017,637.5325,6
"87",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Picea abies (Gran)","Bad tree",NA,3,NA,NA,9,2017,5926.9725,6
"88",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,1,2017,274.64,6
"89",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Pinus sylvestris (Furu)","Resten",NA,3,NA,NA,2,2017,1235.88,6
"90",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Pinus sylvestris (Furu)","Resten",NA,5,NA,NA,1,2017,1716.5,6
"91",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,1,2017,68.66,6
"92",109,3144,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SE","Pinus sylvestris (Furu)","Resten",NA,7,NA,NA,3,2017,10093.02,6
"94",109,3143,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SW","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2017,255.495,6
"95",109,3143,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,8,2017,463.66,6
"96",109,3143,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2017,137.32,6
"97",109,3143,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SW","Pinus sylvestris (Furu)","Resten",NA,6,NA,NA,1,2017,2471.76,6
"98",109,3143,"Hedmark","eidskog","STSKNB","B",2017-04-18,"SW","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,3,2017,823.92,6
"99",113,1465,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,27,2013,952.965,3
"100",113,1465,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,2,2013,240.92,3
"101",113,1465,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NE","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2013,658.5525,3
"102",113,1465,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NE","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,1,2013,274.64,3
"103",113,1465,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NE","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,1,2013,27.71132,3
"104",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,6,2013,722.76,3
"105",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,48,2013,1694.16,3
"106",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2013,57.9575,3
"107",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2013,262.26,3
"108",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2013,658.5525,3
"109",113,1466,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"NW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2013,137.32,3
"110",113,1467,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SE","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2013,57.9575,3
"111",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,21,2013,741.195,3
"112",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,3,2013,361.38,3
"113",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2013,658.5525,3
"114",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2013,57.9575,3
"115",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2013,1292.48,3
"116",113,1468,"Hedmark","didrik_holmsen","DHB","B",2013-05-28,"SW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2013,137.32,3
"117",113,1793,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,11,2014,1325.06,4
"118",113,1793,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,6,2014,211.77,4
"119",113,1793,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NE","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2014,658.5525,4
"120",113,1793,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NE","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,1,2014,274.64,4
"121",113,1793,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NE","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,2,2014,55.42264,4
"122",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,22,2014,776.49,4
"123",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,7,2014,843.22,4
"124",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2014,57.9575,4
"125",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2014,658.5525,4
"126",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2014,262.26,4
"127",113,1794,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"NW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2014,137.32,4
"128",113,1795,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SE","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2014,57.9575,4
"129",113,1795,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2014,262.26,4
"130",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,17,2014,600.015,4
"131",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,7,2014,843.22,4
"132",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2014,658.5525,4
"133",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Picea abies (Gran)","Bad tree",NA,5,NA,NA,1,2014,2209.6875,4
"134",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Picea abies (Gran)","Bad tree",NA,2,NA,NA,2,2014,524.52,4
"135",113,1796,"Hedmark","didrik_holmsen","DHB","B",2014-05-05,"SW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2014,137.32,4
"136",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,10,2015,352.95,5
"137",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,20,2015,2409.2,5
"138",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2015,658.5525,5
"139",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Pinus sylvestris (Furu)","Resten",NA,3,NA,NA,1,2015,617.94,5
"140",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,1,2015,68.66,5
"141",113,2409,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NE","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,1,2015,27.71132,5
"142",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,17,2015,600.015,5
"143",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,23,2015,2770.58,5
"144",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,1,2015,255.495,5
"145",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2015,57.9575,5
"146",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2015,3455.82,5
"147",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,1,2015,658.5525,5
"148",113,2410,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"NW","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,3,2015,205.98,5
"149",113,2411,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SE","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2015,262.26,5
"150",113,2411,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SE","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2015,57.9575,5
"151",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,17,2015,2047.82,5
"152",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,9,2015,317.655,5
"153",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Picea abies (Gran)","Bad tree",NA,2,NA,NA,1,2015,262.26,5
"154",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2015,1292.48,5
"155",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Picea abies (Gran)","Bad tree",NA,3,NA,NA,2,2015,1317.105,5
"156",113,2412,"Hedmark","didrik_holmsen","DHB","B",2015-04-27,"SW","Pinus sylvestris (Furu)","Resten",NA,2,NA,NA,2,2015,549.28,5
"157",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,16,2016,564.72,6
"158",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,3,2016,766.485,6
"159",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,14,2016,1686.44,6
"160",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Betula pubescens (Bjørk)","Resten",NA,4,NA,NA,1,2016,440.4,6
"161",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2016,1292.48,6
"162",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,1,NA,NA,2,2016,137.32,6
"163",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Pinus sylvestris (Furu)","Resten",NA,4,NA,NA,1,2016,1098.56,6
"165",113,2561,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NE","Sorbus aucuparia (Rogn)","ROS",NA,1,NA,NA,1,2016,27.71132,6
"166",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Betula pubescens (Bjørk)","Resten",NA,3,NA,NA,9,2016,2299.455,6
"167",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Betula pubescens (Bjørk)","Resten",NA,2,NA,NA,22,2016,2650.12,6
"168",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Betula pubescens (Bjørk)","Resten",NA,1,NA,NA,9,2016,317.655,6
"169",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Picea abies (Gran)","Bad tree",NA,4,NA,NA,1,2016,1292.48,6
"170",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Picea abies (Gran)","Bad tree",NA,1,NA,NA,1,2016,57.9575,6
"171",113,2562,"Hedmark","didrik_holmsen","DHB","B",2016-01-01,"NW","Picea abies (Gran)","Bad tree",NA,6,NA,NA,1,2016,3455.82,6
