"","Region","LocalityName","LocalityCode","Treatment","Subplot","Years_Since_Exclosure","Month","Albedo","Total_Biomass_kg","Total_Biomass_kg_m2","Annual_Delta_Total_Biomass_kg","Annual_Delta_Total_Biomass_kg_m2"
"72115","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,7,0.161270557182428,0.06300632,0.00501388363701487,NA,NA
"72116","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,8,0.161270557182429,0.06300632,0.00501388363701487,NA,NA
"72117","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,9,0.161270557188285,0.06300632,0.00501388363701487,NA,NA
"72118","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,10,0.16196806357064,0.06300632,0.00501388363701487,NA,NA
"72119","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,11,0.214104455682792,0.06300632,0.00501388363701487,NA,NA
"72120","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",1,12,0.34962574820355,0.06300632,0.00501388363701487,NA,NA
"72121","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,1,0.43994182501681,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72122","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,2,0.463895531827933,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72123","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,3,0.459881777211608,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72124","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,4,0.313850549243977,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72125","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,5,0.160776475120905,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72126","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,6,0.158194760914082,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72127","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,7,0.158194760913747,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72128","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,8,0.15819476091378,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72129","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,9,0.158194760950657,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72130","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,10,0.159017219955005,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72131","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,11,0.211384226970132,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72132","Trøndelag","steinkjer_1bbb","1BBB","B","NH",2,12,0.345130827728948,1.17293882,0.0933395055736874,0.68576,0.0545710468873491
"72133","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,1,0.452188594473403,0.32526632,0.0258838713246551,0,0
"72134","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,2,0.475487987690843,0.32526632,0.0258838713246551,0,0
"72135","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,3,0.471235197242715,0.32526632,0.0258838713246551,0,0
"72136","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,4,0.319514842305216,0.32526632,0.0258838713246551,0,0
"72137","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,5,0.163258709391974,0.32526632,0.0258838713246551,0,0
"72138","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,6,0.160991919237434,0.32526632,0.0258838713246551,0,0
"72139","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,7,0.160991919237413,0.32526632,0.0258838713246551,0,0
"72140","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,8,0.160991919237414,0.32526632,0.0258838713246551,0,0
"72141","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,9,0.160991919243371,0.32526632,0.0258838713246551,0,0
"72142","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,10,0.161708377646655,0.32526632,0.0258838713246551,0,0
"72143","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,11,0.213822480980211,0.32526632,0.0258838713246551,0,0
"72144","Trøndelag","steinkjer_1bbb","1BBB","B","NV",2,12,0.349041985238762,0.32526632,0.0258838713246551,0,0
"72145","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,1,0.453318209099001,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72146","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,2,0.476367330041739,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72147","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,3,0.472040368442838,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72148","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,4,0.319622034163479,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72149","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,5,0.163033170328613,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72150","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,6,0.160831827768314,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72151","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,7,0.160831827768293,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72152","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,8,0.160831827768295,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72153","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,9,0.16083182777415,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72154","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,10,0.161526507223117,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72155","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,11,0.21363057105686,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72156","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",2,12,0.34904804823971,0.21876132,0.017408472717654,0.12046,0.00958590222242486
"72157","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,1,0.453099848374293,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72158","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,2,0.476113823992276,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72159","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,3,0.471782426012485,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72160","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,4,0.319425737119371,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72161","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,5,0.162891951454829,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72162","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,6,0.160693374112535,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72163","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,7,0.160693374112514,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72164","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,8,0.160693374112515,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72165","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,9,0.160693374118371,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72166","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,10,0.161387161447389,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72167","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,11,0.213481023165234,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72168","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",2,12,0.348865738439272,0.26810896,0.0213354331356136,0.20510264,0.0163215494985987
"72169","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,1,0.442755140460219,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72170","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,2,0.466478451321568,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72171","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,3,0.462361210269546,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72172","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,4,0.314922855516689,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72173","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,5,0.161004339458205,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72174","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,6,0.158510671093904,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72175","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,7,0.158510671093551,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72176","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,8,0.158510671093587,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72177","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,9,0.158510671132084,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72178","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,10,0.15930370633434,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72179","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,11,0.211740963947858,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72180","Trøndelag","steinkjer_1bbb","1BBB","B","NH",3,12,0.346015831884498,1.25758146,0.100075152849861,0.0846426399999998,0.00673564727617387
"72181","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,1,0.451775922155761,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72182","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,2,0.474963111204751,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72183","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,3,0.47069193311895,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72184","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,4,0.319050430955201,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72185","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,5,0.162906224228761,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72186","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,6,0.160654001328233,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72187","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,7,0.160654001328212,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72188","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,8,0.160654001328213,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72189","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,9,0.160654001334159,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72190","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,10,0.161365686829343,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72191","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,11,0.21345058917746,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72192","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,12,0.348603207285532,0.84201882,0.0670057286897024,0.5167525,0.0411218573650473
"72193","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,1,0.453318209099001,0.21876132,0.017408472717654,0,0
"72194","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,2,0.476367330041739,0.21876132,0.017408472717654,0,0
"72195","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,3,0.472040368442838,0.21876132,0.017408472717654,0,0
"72196","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,4,0.319622034163479,0.21876132,0.017408472717654,0,0
"72197","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,5,0.163033170328613,0.21876132,0.017408472717654,0,0
"72198","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,6,0.160831827768314,0.21876132,0.017408472717654,0,0
"72199","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,7,0.160831827768293,0.21876132,0.017408472717654,0,0
"72200","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,8,0.160831827768295,0.21876132,0.017408472717654,0,0
"72201","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,9,0.16083182777415,0.21876132,0.017408472717654,0,0
"72202","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,10,0.161526507223117,0.21876132,0.017408472717654,0,0
"72203","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,11,0.21363057105686,0.21876132,0.017408472717654,0,0
"72204","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",3,12,0.34904804823971,0.21876132,0.017408472717654,0,0
"72205","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,1,0.453631288812952,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72206","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,2,0.476730800173818,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72207","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,3,0.472410199338108,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72208","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,4,0.319903479567642,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72209","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,5,0.163235646138618,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72210","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,6,0.161030338883372,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72211","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,7,0.161030338883351,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72212","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,8,0.161030338883353,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72213","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,9,0.161030338889208,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72214","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,10,0.161726297435681,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72215","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,11,0.213844988787862,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72216","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",3,12,0.349309439111387,0.14817132,0.0117910990012255,-0.11993764,-0.00954433413438812
"72217","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,1,0.439880478710743,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72218","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,2,0.463649915805318,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72219","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,3,0.45956442247734,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72220","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,4,0.313360425988907,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72221","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,5,0.160130034059621,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72222","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,6,0.157578602988409,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72223","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,7,0.157578602987985,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72224","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,8,0.157578602988027,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72225","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,9,0.15757860303352,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72226","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,10,0.158391150892199,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72227","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,11,0.210881230702593,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72228","Trøndelag","steinkjer_1bbb","1BBB","B","NH",4,12,0.344843284332971,1.45679646,0.115928178843887,0.199215,0.015853025994026
"72229","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,1,0.451576072702412,0.84201882,0.0670057286897024,0,0
"72230","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,2,0.474776542931387,0.84201882,0.0670057286897024,0,0
"72231","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,3,0.470511553703723,0.84201882,0.0670057286897024,0,0
"72232","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,4,0.318966639164702,0.84201882,0.0670057286897024,0,0
"72233","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,5,0.162879387150725,0.84201882,0.0670057286897024,0,0
"72234","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,6,0.16062141138658,0.84201882,0.0670057286897024,0,0
"72235","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,7,0.160621411386558,0.84201882,0.0670057286897024,0,0
"72236","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,8,0.16062141138656,0.84201882,0.0670057286897024,0,0
"72237","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,9,0.160621411392517,0.84201882,0.0670057286897024,0,0
"72238","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,10,0.161335022409154,0.84201882,0.0670057286897024,0,0
"72239","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,11,0.213416810607682,0.84201882,0.0670057286897024,0,0
"72240","Trøndelag","steinkjer_1bbb","1BBB","B","NV",4,12,0.348535507577602,0.84201882,0.0670057286897024,0,0
"72241","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,1,0.453318209099001,0.21876132,0.017408472717654,0,0
"72242","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,2,0.476367330041739,0.21876132,0.017408472717654,0,0
"72243","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,3,0.472040368442838,0.21876132,0.017408472717654,0,0
"72244","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,4,0.319622034163479,0.21876132,0.017408472717654,0,0
"72245","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,5,0.163033170328613,0.21876132,0.017408472717654,0,0
"72246","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,6,0.160831827768314,0.21876132,0.017408472717654,0,0
"72247","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,7,0.160831827768293,0.21876132,0.017408472717654,0,0
"72248","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,8,0.160831827768295,0.21876132,0.017408472717654,0,0
"72249","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,9,0.16083182777415,0.21876132,0.017408472717654,0,0
"72250","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,10,0.161526507223117,0.21876132,0.017408472717654,0,0
"72251","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,11,0.21363057105686,0.21876132,0.017408472717654,0,0
"72252","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",4,12,0.34904804823971,0.21876132,0.017408472717654,0,0
"72253","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,1,0.452502146609858,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72254","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,2,0.475419921674169,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72255","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,3,0.471076380335314,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72256","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,4,0.318888428545344,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72257","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,5,0.162505404056507,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72258","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,6,0.160314395729576,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72259","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,7,0.160314395729555,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72260","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,8,0.160314395729557,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72261","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,9,0.160314395735412,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72262","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,10,0.161005741134143,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72263","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,11,0.213071677396615,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72264","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",4,12,0.348366716055366,0.40366632,0.0321227450938574,0.255495,0.0203316460926319
"72265","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,1,0.431818530062281,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
"72266","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,2,0.455888152385197,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
"72267","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,3,0.45192758584219,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
"72268","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,4,0.309374124536744,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
"72269","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,5,0.15832964057914,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
"72270","Trøndelag","steinkjer_1bbb","1BBB","B","NH",5,6,0.155603745111222,2.17588896,0.173151741801542,0.7190925,0.0572235629576544
