"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Month","Mean_Plot_Albedo","Delta_Albedo","Mean_Plot_Biomass_kg","Mean_Plot_Biomass_kg_m2","Delta_Biomass_kg","Delta_Biomass_kg_m2"
"55","Trøndelag","malvik","MAUB","UB",1,1,0.374761116538079,NA,0.847754875,0.0674621894432509,NA,NA
"56","Trøndelag","sl_tydal","SEUB","UB",1,1,0.462405924550817,NA,0.632474475,0.0503307195378507,NA,NA
"57","Trøndelag","selbu_sl","SLUB","UB",1,1,0.442842938311473,NA,0.448397175,0.0356823134348458,NA,NA
"58","Trøndelag","steinkjer_1bbb","1BBB","B",2,1,0.452416265321056,0.082465399694777,1.468548185,0.116863351405691,0.24850512,0.0197754091158223
"59","Telemark","nome_cappelen1","1CAB","B",2,1,0.408323988658215,0.134623438003888,0.751458265,0.0597991487010047,0.229556285,0.018267508737781
"60","Telemark","drangedal1","1DRB","B",2,1,0.438031475270446,0.109277885948633,1.383032605,0.110058237771505,0.693928525,0.0552210774531089
"61","Telemark","fritsoe1","1FRB","B",2,1,0.445661839445151,0.047414074835529,0.50206948,0.0399534197587887,0.212823785,0.0169359786951384
"62","Telemark","furesdal","1FYB","B",2,1,0.405912949832099,0.0508058428175917,1.11032,0.0883564582068966,0.22487875,0.0178952823294133
"63","Trøndelag","namdalseid_1kub","1KB","B",2,1,0.410510154163808,0.124664096086446,1.77288638,0.141081815458648,0.505048735,0.0401905013387794
"64","Telemark","kviteseid1","1KVB","B",2,1,0.467558953813151,0.0519638830446912,2.25823198,0.179704391132599,0.950450665,0.0756344607498645
"65","Trøndelag","nsb_verdal","1NSB","B",2,1,0.279536295973494,0.0195631963603857,1.31094745,0.104321883400608,0.56945748,0.0453159864113271
"66","Trøndelag","sub_namdalseid","1SB","B",2,1,0.454634676971419,0.0711505895598398,0.6292995,0.0500780630551291,0.15838323,0.0126037369786803
"67","Trøndelag","verdal_1vb","1VBB","B",2,1,0.335179072790154,0.060886242600997,1.11887426,0.0890371845886433,-0.0365816666666665,-0.00291107653827
"68","Trøndelag","steinkjer_2bbb","2BBB","B",2,1,0.448334710921042,0.081839824244528,4.84042212,0.385188553524676,1.31623639,0.104742763872966
"69","Telemark","nome_cappelen2","2CAB","B",2,1,0.401234962932812,0.131506601580098,1.85031875,0.147243687679058,0.40980875,0.0326115441424054
"70","Telemark","fritsoe2","2FRB","B",2,1,0.42109013127265,0.070318181562304,0.96453094,0.0767549334330362,0.187391615,0.0149121509106117
"71","Telemark","kviteseid2","2KVB","B",2,1,0.475407676320418,0.0279068064008027,1.688073195,0.134332596642589,0.0692831950000001,0.00551338147872485
"72","Trøndelag","verdal_2vb","2VBB","B",2,1,0.287480580437132,0.0294976383795398,4.65807007,0.370677438454455,1.090011215,0.0867403364464263
"73","Telemark","drangedal3","3DRB","B",2,1,0.468084900941994,NA,0.07059,0.00561737371642845,NA,NA
"74","Telemark","kviteseid3","3KVB","B",2,1,0.478335101451354,0.0302672731663478,2.410203975,0.191797938240492,0.52266035,0.0415919891303201
"75","Telemark","notodden3","3NOB","B",2,1,0.436158373588839,0.0360853450149213,1.720867675,0.136942298441654,0.553418195,0.0440396206656222
"76","Telemark","drangedal4","4DRB","B",2,1,0.450309611667715,0.0724923726906133,4.06206678,0.323249003603189,1.166401215,0.0928192594978213
"77","Telemark","notodden5","5NOB","B",2,1,0.408998359208819,0.0322664943074965,4.41242744,0.351129819055159,0.174709185,0.0139029151981533
"78","Telemark","notodden6","6NOB","B",2,1,0.426327589560962,0.054945591776677,1.16068099,0.0923640584556474,0.25898033,0.0206089998415351
"79","Trøndelag","bratsberg","BRB","B",2,1,0.41117602894397,0.097775360099782,3.21875967,0.256140756052669,0.444577315,0.0353783386343863
"80","Trøndelag","selbu_flub","FLB","B",2,1,0.372539270745056,0.093291526090032,1.08648566,0.0864597816937302,0.55238375,0.0439573021480689
"81","Trøndelag","hi_tydal","HIB","B",2,1,0.456743290686412,0.0408607950498958,3.573747605,0.284389798349286,1.14858651,0.0914016103175843
"82","Trøndelag","selbu_kl","KLB","B",2,1,0.414159734534499,0.0910733322503988,2.423802645,0.19288008601548,-0.98155045,-0.0781093030057871
"83","Trøndelag","singsaas","LAB","B",2,1,0.434426531692604,0.059650222157654,1.83686837,0.146173340447326,-0.241874635,-0.019247771884399
"84","Trøndelag","malvik","MAB","B",2,1,0.366111264345521,0.0746195701324515,1.796424815,0.142954944600097,0.0595361600000002,0.00473773707835501
"85","Trøndelag","sl_tydal","SEB","B",2,1,0.454059669864364,0.0266582667694122,0.45986415,0.0365948263116264,0.109540885,0.00871698665920543
"86","Trøndelag","selbu_sl","SLB","B",2,1,0.432145573280115,0.0675633499743562,0.87889325,0.0699401025938005,0.35265823,0.0280636502632693
"87","Trøndelag","steinkjer_1bbb","1BBUB","UB",2,1,0.451892578015062,0.0806119972085285,1.37450995,0.109380026435747,0.572681025,0.0455725079718416
"88","Telemark","nome_cappelen1","1CAUB","UB",2,1,0.412083941037116,0.14226696940447,0.2709872375,0.0215644791814712,-1.18459125,-0.0942667764904536
"89","Telemark","drangedal1","1DRUB","UB",2,1,0.451216121208253,0.118414203202651,0.7570141625,0.0602412729762232,0.210378925,0.0167414229180546
"90","Telemark","fritsoe1","1FRUB","UB",2,1,0.461688062479805,0.039882873655748,3.09400585,0.246213162491371,1.2974237375,0.103245700553943
"91","Telemark","furesdal","1FYUB","UB",2,1,0.423254848681894,0.0714819399846002,1.0647801375,0.0847325110945965,-1.9448196875,-0.15476383334403
"92","Trøndelag","namdalseid_1kub","1KUB","UB",2,1,0.406942224614689,0.127632424475597,2.6157018,0.208150935562184,0.561168025,0.0446563325419332
"93","Telemark","kviteseid1","1KVUB","UB",2,1,0.463192134148179,0.0477569479468067,0.608125475,0.0483930876831784,0.169551875,0.0134925095083746
"94","Trøndelag","nsb_verdal","1NSUB","UB",2,1,0.283170139442046,0.022010605054081,0.6786623,0.0540062298675574,0.5163749,0.0410918089117916
"95","Trøndelag","sub_namdalseid","1SUB","UB",2,1,0.4526138221633,0.0731059120887003,0.783369625,0.0623385740433972,0.246201625,0.0195921028080036
"96","Trøndelag","verdal_1vb","1VBUB","UB",2,1,0.335007736196394,0.0626049106974073,0.5301790375,0.0421903072709142,-0.8533474875,-0.0679072354053372
"97","Trøndelag","steinkjer_2bbb","2BBUB","UB",2,1,0.455932154354703,0.086029048973009,2.038328575,0.162205034178355,0.206935225,0.0164673819792918
"98","Telemark","nome_cappelen2","2CAUB","UB",2,1,0.399997145018992,0.130369668484396,2.3709624125,0.18867519391723,0.854039325,0.0679622900843079
"99","Telemark","fritsoe2","2FRUB","UB",2,1,0.444394934977739,0.0837877140043695,1.1194509,0.0890830721418355,0.619636975,0.0493091437468796
"100","Telemark","kviteseid2","2KVUB","UB",2,1,0.470161462860017,0.0422074584096128,0.6782870375,0.0539763674266414,0.2255799125,0.0179510790683061
"101","Trøndelag","verdal_2vb","2VBUB","UB",2,1,0.294142583108337,0.031322016136945,1.9108170625,0.152057990420605,0.750936275,0.0597576100566324
"102","Telemark","drangedal3","3DRUB","UB",2,1,0.460006783704519,0.079103573413341,0.180459975,0.0143605485257449,NA,NA
"103","Telemark","kviteseid3","3KVUB","UB",2,1,0.468864293303082,0.0291765152440445,5.0462408375,0.401567086660155,0.660228212500001,0.0525392917940507
"104","Telemark","notodden3","3NOUB","UB",2,1,0.435003410113062,0.0368715214761874,0.9333585125,0.0742743104706368,0.1999218,0.0159092713509146
"105","Telemark","drangedal4","4DRUB","UB",2,1,0.459048865924039,0.07321892540683,1.985301925,0.157985307446803,1.133600325,0.0902090476071645
"106","Telemark","notodden5","5NOUB","UB",2,1,0.350122278218882,0.0249748753246142,14.7263256,1.17188375641036,0.299475962500001,0.0238315398845392
"107","Telemark","notodden6","6NOUB","UB",2,1,0.439971568587229,0.062597907421084,0.95087165,0.0756679616717233,0.336420866666667,0.0267715219446297
"108","Trøndelag","bratsberg","BRUB","UB",2,1,0.411406446484865,0.0971346638305237,2.612115725,0.20786556478091,0.7612275625,0.0605765646948349
"109","Trøndelag","selbu_flub","FLUB","UB",2,1,0.381578095226303,0.0965359097890748,1.706463025,0.135796012816149,0.924257375,0.0735500649601948
"110","Trøndelag","hi_tydal","HIUB","UB",2,1,0.461063137193351,0.044422555064193,1.8911076125,0.150489562224044,0.72975315,0.0580719105296907
"111","Trøndelag","selbu_kl","KLUB","UB",2,1,0.401581838857012,0.0790643838104935,1.1748162875,0.0934889096902471,0.5921184375,0.0471192881119872
"112","Trøndelag","singsaas","LAUB","UB",2,1,0.40340280192992,0.0448830533356659,1.7445785625,0.138829150917014,-0.348076020833333,-0.0276990096436913
"113","Trøndelag","malvik","MAUB","UB",2,1,0.374524341562097,0.077503480645226,1.2060983125,0.0959782541445843,0.3583434375,0.0285160647013333
"114","Trøndelag","sl_tydal","SEUB","UB",2,1,0.456781150940416,0.03209128201124,1.363684175,0.108518538633722,0.7312097,0.0581878190958709
"115","Trøndelag","selbu_sl","SLUB","UB",2,1,0.442127706112183,0.0648302529567025,0.770326425,0.0613006291665291,0.32192925,0.0256183157316833
"116","Trøndelag","steinkjer_1bbb","1BBB","B",3,1,0.452900503950865,0.083586260480607,1.60448157,0.127680586482672,0.135933385,0.0108172350769818
"117","Telemark","nome_cappelen1","1CAB","B",3,1,0.408544761620003,0.134062689324435,1.04609672,0.0832457319701092,0.294638455,0.0234465832691045
"118","Telemark","drangedal1","1DRB","B",3,1,0.433395624119394,0.100676483805301,2.077383525,0.165312928350708,0.69435092,0.0552546905792026
"119","Telemark","fritsoe1","1FRB","B",3,1,0.441701828854267,0.0388989696238498,0.855267275,0.0680600072404927,0.353197795,0.028106587481704
"120","Telemark","furesdal","1FYB","B",3,1,0.407648156126029,0.054016316202197,1.097395,0.0873279193871652,-0.0129250000000001,-0.00102853881973138
"121","Trøndelag","namdalseid_1kub","1KB","B",3,1,0.410907435117004,0.125600275951378,1.64512051,0.13091453057418,-0.12776587,-0.0101672848844683
"122","Telemark","kviteseid1","1KVB","B",3,1,0.467389732075974,0.0464927028307502,2.38075927,0.189454803066176,0.12252729,0.00975041193357706
"123","Trøndelag","nsb_verdal","1NSB","B",3,1,0.278284397522361,0.0177609359129777,1.92471384,0.153163860836692,0.61376639,0.048841977436084
"124","Trøndelag","sub_namdalseid","1SB","B",3,1,0.454454122882058,0.0704650088512008,0.623559795,0.0496213118438095,-0.00573970499999998,-0.000456751211319627
"125","Trøndelag","verdal_1vb","1VBB","B",3,1,0.335538525887253,0.0611914703362154,0.980188473333333,0.0780009203463492,-0.138685786666667,-0.011036264242294
"126","Trøndelag","steinkjer_2bbb","2BBB","B",3,1,0.446589544409146,0.0817589284919102,5.59616404,0.445328584659556,0.75574192,0.0601400311348799
"127","Telemark","nome_cappelen2","2CAB","B",3,1,0.397740598116043,0.128400676226331,2.23985125,0.17824169911403,0.3895325,0.0309980114349719
"128","Telemark","fritsoe2","2FRB","B",3,1,0.421962061240245,0.0720147780206682,1.142189065,0.0908925178201301,0.177658125,0.0141375843870939
"129","Telemark","kviteseid2","2KVB","B",3,1,0.471566600175339,0.025573707487291,2.32427507,0.184959933247881,0.636201875,0.0506273366052911
"130","Trøndelag","verdal_2vb","2VBB","B",3,1,0.284331039249851,0.0282059187450477,5.7801504,0.459969753987298,1.12208033,0.0892923155328426
"131","Telemark","drangedal3","3DRB","B",3,1,0.468084900941994,0.071937202805804,0.07059,0.00561737371642845,0,0
"132","Telemark","kviteseid3","3KVB","B",3,1,0.478688415640703,0.0328632494214925,2.06976423,0.164706604119645,-0.340439745,-0.0270913341208472
"133","Telemark","notodden3","3NOB","B",3,1,0.433189278127726,0.0331150671544218,2.12794698,0.169336640252235,0.407079305,0.0323943418105817
"134","Telemark","drangedal4","4DRB","B",3,1,0.45046750541899,0.0757582059820507,4.022189695,0.320075686006266,-0.0398770850000005,-0.00317331759692285
"135","Telemark","notodden5","5NOB","B",3,1,0.412405579225406,0.0343016814367255,4.02081652,0.319966412211776,-0.39161092,-0.0311634068433824
"136","Telemark","notodden6","6NOB","B",3,1,0.423380021550114,0.0520811379449462,1.90056566,0.151242209729855,0.73988467,0.0588781512742079
"137","Trøndelag","bratsberg","BRB","B",3,1,0.413077957155443,0.101132388571798,2.814147735,0.223942761308056,-0.404611935,-0.0321979947446133
"138","Hedmark","didrik_holmsen","DHB","B",3,1,0.334211917072655,NA,2.24866033,0.178942703427076,NA,NA
"139","Hedmark","fet_3","FKB","B",3,1,0.32783490102556,NA,1.892475975,0.150598453051952,NA,NA
"140","Trøndelag","selbu_flub","FLB","B",3,1,0.370208976353822,0.0918095298771228,2.32643922,0.185132150832927,1.23995356,0.0986723691391965
"141","Trøndelag","hi_tydal","HIB","B",3,1,0.458340820304727,0.047011753803636,3.48494415,0.277323043935842,-0.0888034550000008,-0.00706675441344434
"142","Hedmark","halvard_pramhus","HPB","B",3,1,0.303715703949565,NA,4.64682375,0.369782484744659,NA,NA
"143","Trøndelag","selbu_kl","KLB","B",3,1,0.395872609627117,0.0810672079183072,3.80940674,0.303142956459291,1.385604095,0.110262870443811
"144","Trøndelag","singsaas","LAB","B",3,1,0.432897808240179,0.0508717578908037,1.433263005,0.114055445998247,-0.403605365,-0.0321178944490793
"145","Trøndelag","malvik","MAB","B",3,1,0.363283484613974,0.0739383203260373,2.300545925,0.183071627886833,0.50412111,0.0401166832867366
"146","Hedmark","stig_dahlen","SDB","B",3,1,0.289997319117252,NA,2.502035625,0.199105668755385,NA,NA
"147","Trøndelag","sl_tydal","SEB","B",3,1,0.453070552841567,0.0376366757403865,0.57712132,0.0459258554208598,0.11725717,0.00933102910923335
"148","Trøndelag","selbu_sl","SLB","B",3,1,0.433918059910512,0.0626396156293599,1.399044325,0.111332409964207,0.520151075,0.0413923073704066
"149","Hedmark","stangeskovene_aurskog","SSAB","B",3,1,0.375488972947773,NA,1.293115,0.102902822118138,NA,NA
"150","Hedmark","stangeskovene_eidskog","SSBB","B",3,1,0.280053212433733,NA,2.70297666666667,0.215096048781027,NA,NA
"151","Hedmark","eidskog","STSKNB","B",3,1,0.305389975852567,NA,4.691951875,0.373373666827768,NA,NA
"152","Hedmark","truls_holm","THB","B",3,1,0.361199425420761,NA,1.984642865,0.157932861118406,NA,NA
"153","Trøndelag","steinkjer_1bbb","1BBUB","UB",3,1,0.452363669897705,0.0825203412554935,1.440699675,0.114647237393569,0.0661897250000001,0.00526721095782159
"154","Telemark","nome_cappelen1","1CAUB","UB",3,1,0.39189628169864,0.115119892996705,1.813429425,0.144308128468522,1.5424421875,0.122743649287051
"155","Telemark","drangedal1","1DRUB","UB",3,1,0.447380537942646,0.112376891235197,1.26600775,0.100745695702574,0.5089935875,0.0405044227263511
"156","Telemark","fritsoe1","1FRUB","UB",3,1,0.455727794283302,0.034458765122511,5.358765025,0.426436971298357,2.264759175,0.180223808806986
"157","Telemark","furesdal","1FYUB","UB",3,1,0.400269673215933,0.0373153385923863,3.7566381875,0.298943768474202,2.69185805,0.214211257379605
"158","Trøndelag","namdalseid_1kub","1KUB","UB",3,1,0.403084611791507,0.118123284933679,3.761228225,0.299309032052753,1.145526425,0.0911580964905687
"159","Telemark","kviteseid1","1KVUB","UB",3,1,0.459863685029169,0.043763089307984,0.8599627125,0.0684336582845447,0.2518372375,0.0200405706013663
"160","Trøndelag","nsb_verdal","1NSUB","UB",3,1,0.284231162233809,0.0198883744253495,0.6411179,0.0510185414448477,-0.0375443999999999,-0.00298768842270968
"161","Trøndelag","sub_namdalseid","1SUB","UB",3,1,0.449917331728121,0.0672912517486115,1.466297,0.116684207795408,0.682927375,0.0543456337520112
"162","Trøndelag","verdal_1vb","1VBUB","UB",3,1,0.334835823662391,0.0610647951373137,0.6723074125,0.0535005239883485,0.142128375,0.0113102167174343
"163","Trøndelag","steinkjer_2bbb","2BBUB","UB",3,1,0.455307550144564,0.0856989662322175,1.691642725,0.134616650814597,-0.34668585,-0.0275883833637577
"164","Telemark","nome_cappelen2","2CAUB","UB",3,1,0.398280366559832,0.129664057769823,3.0997892125,0.246673387856154,0.7288268,0.0579981939389241
"165","Telemark","fritsoe2","2FRUB","UB",3,1,0.438149595402937,0.078728181760917,2.0718857,0.164875425338206,0.9524348,0.0757923531963704
"166","Telemark","kviteseid2","2KVUB","UB",3,1,0.470000977117117,0.0309013307344788,0.7326338875,0.0583011523361283,0.0543468499999999,0.00432478490948689
"167","Trøndelag","verdal_2vb","2VBUB","UB",3,1,0.292473754187708,0.0303747665039172,2.428564,0.193258982607513,0.5177469375,0.0412009921869078
"168","Telemark","drangedal3","3DRUB","UB",3,1,0.453923768271464,0.0622486799453263,0.2956109375,0.0235239709675772,0.1151509625,0.00916342244183223
"169","Telemark","kviteseid3","3KVUB","UB",3,1,0.466370607269464,0.03011001818253,5.4563467625,0.434202279237667,0.410105925,0.0326351925775121
"170","Telemark","notodden3","3NOUB","UB",3,1,0.434193254934184,0.0355175085985825,1.2152440125,0.096706045826102,0.2818855,0.0224317353554652
"171","Telemark","drangedal4","4DRUB","UB",3,1,0.453883682876239,0.0721899515184807,3.404431575,0.270916056789688,1.41912965,0.112930749342886
"172","Telemark","notodden5","5NOUB","UB",3,1,0.369468233502784,0.0405290663046132,10.3618586125,0.824570508899352,-4.3644669875,-0.347313247511009
"173","Telemark","notodden6","6NOUB","UB",3,1,0.431010429159882,0.0539975775061211,0.9093338,0.0723624845952685,-0.0415378500000001,-0.00330547707645484
"174","Trøndelag","bratsberg","BRUB","UB",3,1,0.406003841057746,0.0938328332264122,4.2618449625,0.339146846236584,1.6497292375,0.131281281455674
"175","Hedmark","didrik_holmsen","DHUB","UB",3,1,0.326931134516621,NA,1.23901875,0.0985979793230207,NA,NA
"176","Hedmark","fet_3","FKUB","UB",3,1,0.342951461659786,NA,1.403489725,0.111686163656217,NA,NA
"177","Trøndelag","selbu_flub","FLUB","UB",3,1,0.376587452996023,0.0931996991109521,3.1653,0.251886570684388,1.458836975,0.116090557868239
"178","Trøndelag","hi_tydal","HIUB","UB",3,1,0.459860951490987,0.045429707968053,2.4170245625,0.1923407033482,0.52591695,0.0418511411241566
"179","Hedmark","halvard_pramhus","HPUB","UB",3,1,0.312555146515346,NA,1.20956925,0.0962544625747283,NA,NA
"180","Trøndelag","selbu_kl","KLUB","UB",3,1,0.396308822189649,0.0762741166016055,2.470189025,0.19657139685005,1.2953727375,0.103082487159803
"181","Trøndelag","singsaas","LAUB","UB",3,1,0.412323617045436,0.0528258693011063,1.89202885,0.150562871974987,0.1474502875,0.011733721057973
"182","Trøndelag","malvik","MAUB","UB",3,1,0.372640502640847,0.075798354996733,1.55470935,0.123719839061844,0.3486110375,0.0277415849172595
"183","Hedmark","stig_dahlen","SDUB","UB",3,1,0.278611850517446,NA,11.0014934125,0.875471028996149,NA,NA
"184","Trøndelag","sl_tydal","SEUB","UB",3,1,0.452349349377265,0.0331418761352817,2.3582068875,0.187660141489489,0.9945227125,0.0791416028557674
"185","Trøndelag","selbu_sl","SLUB","UB",3,1,0.437636971903255,0.0610641436034238,1.548529775,0.123228084108115,0.77820335,0.0619274549415862
"186","Hedmark","stangeskovene_aurskog","SSAUB","UB",3,1,0.372532073802902,NA,2.44758296666667,0.194772463886263,NA,NA
"187","Hedmark","stangeskovene_eidskog","SSBUB","UB",3,1,0.297656694782797,NA,0.5645521,0.044925628673955,NA,NA
"188","Hedmark","eidskog","STSKNUB","UB",3,1,0.312375739034047,NA,4.10152013333333,0.326388601705465,NA,NA
"189","Hedmark","truls_holm","THUB","UB",3,1,0.361825337133229,NA,4.50442275,0.358450573219044,NA,NA
"190","Trøndelag","steinkjer_1bbb","1BBB","B",4,1,0.451607311469806,0.0822080111761428,1.889088305,0.15032887083892,0.284606735,0.0226482843562476
"191","Telemark","nome_cappelen1","1CAB","B",4,1,0.408599550723634,0.134028998496007,1.4351633,0.114206666669538,0.38906658,0.0309609346994292
"192","Telemark","drangedal1","1DRB","B",4,1,0.432766031972922,0.101647061162148,2.829193525,0.225140067233667,0.75181,0.0598271388829589
"193","Telemark","fritsoe1","1FRB","B",4,1,0.439881736643117,0.0406619909599547,1.319540105,0.105005665159374,0.46427283,0.0369456579188816
"194","Telemark","furesdal","1FYB","B",4,1,0.40769198186992,0.0528622946329073,1.34305625,0.106877020518982,0.24566125,0.0195491011318169
"195","Trøndelag","namdalseid_1kub","1KB","B",4,1,0.409344587292604,0.123505626921508,1.92433891,0.153134024855285,0.2792184,0.0222194942811051
"196","Telemark","kviteseid1","1KVB","B",4,1,0.466114866796497,0.0453556466750847,2.917788035,0.232190194332319,0.537028765,0.042735391266143
"197","Trøndelag","nsb_verdal","1NSB","B",4,1,0.278027471358669,0.0186301158620018,2.711159205,0.215747194492422,0.786445365,0.0625833336557299
"198","Trøndelag","sub_namdalseid","1SB","B",4,1,0.455072918371266,0.0711134007559713,0.85452148,0.0680006587601011,0.230961685,0.0183793469162916
"199","Trøndelag","verdal_1vb","1VBB","B",4,1,0.334650657927072,0.060090579834692,1.19010759333333,0.0947057531450996,0.20991912,0.0167048327987504
"200","Trøndelag","steinkjer_2bbb","2BBB","B",4,1,0.447388378252005,0.0830593196691815,6.18550144,0.492226564839018,0.5893374,0.0468979801794628
