"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Subplot_Albedo","SE","Season"
"23","Hedmark","B",5,"Composite",1,0.312345898954979,0.00611046467605879,"Winter"
"24","Telemark","B",5,"Composite",1,0.431398978814457,0.00375202035039832,"Winter"
"25","Trøndelag","B",5,"Composite",1,0.394075753987364,0.00926957124956475,"Winter"
"26","Hedmark","UB",5,"Composite",1,0.309130023050404,0.00669735752264683,"Winter"
"27","Telemark","UB",5,"Composite",1,0.42785087392501,0.0041055841501466,"Winter"
"28","Trøndelag","UB",5,"Composite",1,0.392029642520247,0.00872680483341275,"Winter"
"29","Hedmark","B",6,"Composite",1,0.31390291139047,0.00607154583487472,"Winter"
"30","Telemark","B",6,"Composite",1,0.427540028473589,0.00376402276785957,"Winter"
"31","Trøndelag","B",6,"Composite",1,0.393076126194792,0.00922218425259161,"Winter"
"32","Hedmark","UB",6,"Composite",1,0.308309767413794,0.0064788226835707,"Winter"
"33","Telemark","UB",6,"Composite",1,0.423598384580596,0.00427584072403451,"Winter"
"34","Trøndelag","UB",6,"Composite",1,0.390293050660139,0.00861118332479402,"Winter"
"35","Hedmark","B",7,"Composite",1,0.309686446216913,0.00645180777997833,"Winter"
"36","Telemark","B",7,"Composite",1,0.425558336051584,0.00390207872269757,"Winter"
"37","Trøndelag","B",7,"Composite",1,0.39248065376688,0.00926683342464276,"Winter"
"38","Hedmark","UB",7,"Composite",1,0.304103158416624,0.00671079948976489,"Winter"
"39","Telemark","UB",7,"Composite",1,0.422740608761407,0.00422232760275155,"Winter"
"40","Trøndelag","UB",7,"Composite",1,0.387257296291028,0.00871048025105447,"Winter"
"41","Hedmark","B",8,"Composite",1,0.31750063533537,0.00694937513161605,"Winter"
"42","Telemark","B",8,"Composite",1,0.423180775838923,0.00415351450991501,"Winter"
"43","Trøndelag","B",8,"Composite",1,0.392929715939792,0.00962432071729136,"Winter"
"44","Hedmark","UB",8,"Composite",1,0.308523864424409,0.0075891042525709,"Winter"
"45","Telemark","UB",8,"Composite",1,0.419701048312668,0.00422683690993439,"Winter"
"46","Trøndelag","UB",8,"Composite",1,0.384264322711102,0.00872859067563692,"Winter"
"47","Hedmark","B",9,"Composite",1,0.329329488416931,0.0148073671688699,"Winter"
"48","Telemark","B",9,"Composite",1,0.420513392472593,0.00416966319682949,"Winter"
"49","Trøndelag","B",9,"Composite",1,0.391460334214139,0.0094735874972272,"Winter"
"50","Hedmark","UB",9,"Composite",1,0.320974815375998,0.0147439059321749,"Winter"
"51","Telemark","UB",9,"Composite",1,0.417704104596906,0.00427832213373348,"Winter"
"52","Trøndelag","UB",9,"Composite",1,0.382391115269501,0.00871889490300832,"Winter"
"53","Hedmark","B",10,"Composite",1,0.318772336213928,0.0143535074825863,"Winter"
"54","Trøndelag","B",10,"Composite",1,0.391196581767986,0.0093972005368067,"Winter"
"55","Hedmark","UB",10,"Composite",1,0.316021296673027,0.0145789379797017,"Winter"
"56","Trøndelag","UB",10,"Composite",1,0.381883051121775,0.00870582560032289,"Winter"
"57","Hedmark","B",11,"Composite",1,0.315625417864136,0.0149486632407235,"Winter"
"58","Trøndelag","B",11,"Composite",1,0.388678819051038,0.00920059138069023,"Winter"
"59","Hedmark","UB",11,"Composite",1,0.315390659797017,0.015061216558316,"Winter"
"60","Trøndelag","UB",11,"Composite",1,0.381876923026835,0.00859604844303316,"Winter"
"61","Telemark","B",1,"Deciduous",1,0.461618201093754,0.00264225351336662,"Winter"
"62","Trøndelag","B",1,"Deciduous",1,0.409303532512601,0.0106793532137448,"Winter"
"63","Telemark","UB",1,"Deciduous",1,0.463277764668895,0.00276296815937556,"Winter"
"64","Trøndelag","UB",1,"Deciduous",1,0.41658317022849,0.0100641900611232,"Winter"
"65","Hedmark","B",2,"Deciduous",1,0.340032185742482,0.0107024809185038,"Winter"
"66","Telemark","B",2,"Deciduous",1,0.461713512613355,0.00244045266329966,"Winter"
"67","Trøndelag","B",2,"Deciduous",1,0.410745294076566,0.0103353842884533,"Winter"
"68","Hedmark","UB",2,"Deciduous",1,0.35164002188132,0.0108554698472004,"Winter"
"69","Telemark","UB",2,"Deciduous",1,0.462387154189819,0.00261527061933878,"Winter"
"70","Trøndelag","UB",2,"Deciduous",1,0.416868627265174,0.00980020040801995,"Winter"
"71","Hedmark","B",3,"Deciduous",1,0.336715111951114,0.00654633128046046,"Winter"
"72","Telemark","B",3,"Deciduous",1,0.461859536466317,0.0024491214320538,"Winter"
"73","Trøndelag","B",3,"Deciduous",1,0.411001316727099,0.0104228015449284,"Winter"
"74","Hedmark","UB",3,"Deciduous",1,0.335710839806177,0.00694398741464036,"Winter"
"75","Telemark","UB",3,"Deciduous",1,0.460748801726728,0.00260375925517528,"Winter"
"76","Trøndelag","UB",3,"Deciduous",1,0.412842530590107,0.00999053906396427,"Winter"
"77","Hedmark","B",4,"Deciduous",1,0.336742465837238,0.00644964587051001,"Winter"
"78","Telemark","B",4,"Deciduous",1,0.461194820735122,0.00247007235735772,"Winter"
"79","Trøndelag","B",4,"Deciduous",1,0.411315248883442,0.0102908483543401,"Winter"
"80","Hedmark","UB",4,"Deciduous",1,0.333026894850957,0.00672693906528121,"Winter"
"81","Telemark","UB",4,"Deciduous",1,0.458880664136906,0.00268709269399682,"Winter"
"82","Trøndelag","UB",4,"Deciduous",1,0.411191789766296,0.0101335398243646,"Winter"
"83","Hedmark","B",5,"Deciduous",1,0.33558086357948,0.00601684933173627,"Winter"
"84","Telemark","B",5,"Deciduous",1,0.461234505174329,0.00242597848579553,"Winter"
"85","Trøndelag","B",5,"Deciduous",1,0.412487745121171,0.0101328104284346,"Winter"
"86","Hedmark","UB",5,"Deciduous",1,0.329625787211584,0.00702488545611348,"Winter"
"87","Telemark","UB",5,"Deciduous",1,0.457053663846293,0.00274345173027737,"Winter"
"88","Trøndelag","UB",5,"Deciduous",1,0.406487655235127,0.0103927162301484,"Winter"
"89","Hedmark","B",6,"Deciduous",1,0.336443870547418,0.00567439275305281,"Winter"
"90","Telemark","B",6,"Deciduous",1,0.460557387917115,0.00247791669007139,"Winter"
"91","Trøndelag","B",6,"Deciduous",1,0.409110369919106,0.0102517254986524,"Winter"
"92","Hedmark","UB",6,"Deciduous",1,0.328855417239145,0.00675587496776546,"Winter"
"93","Telemark","UB",6,"Deciduous",1,0.454648192236596,0.0028608385820863,"Winter"
"94","Trøndelag","UB",6,"Deciduous",1,0.405012060627481,0.0101915890051558,"Winter"
"95","Hedmark","B",7,"Deciduous",1,0.335183607568842,0.00558022194067861,"Winter"
"96","Telemark","B",7,"Deciduous",1,0.460006198856005,0.00249103466801156,"Winter"
"97","Trøndelag","B",7,"Deciduous",1,0.406966509909883,0.0102121979656623,"Winter"
"98","Hedmark","UB",7,"Deciduous",1,0.326899759819265,0.00678900023615169,"Winter"
"99","Telemark","UB",7,"Deciduous",1,0.453578535817707,0.00286964648414354,"Winter"
"100","Trøndelag","UB",7,"Deciduous",1,0.403391694590118,0.0100573197158828,"Winter"
"101","Hedmark","B",8,"Deciduous",1,0.330397011042392,0.00686741868707321,"Winter"
"102","Telemark","B",8,"Deciduous",1,0.459318332639501,0.00255937742162203,"Winter"
"103","Trøndelag","B",8,"Deciduous",1,0.405582625151439,0.00998804169518561,"Winter"
"104","Hedmark","UB",8,"Deciduous",1,0.314242356018978,0.0090190206266051,"Winter"
"105","Telemark","UB",8,"Deciduous",1,0.451804897890186,0.00294599878074668,"Winter"
"106","Trøndelag","UB",8,"Deciduous",1,0.399633442442423,0.00988224902569282,"Winter"
"107","Hedmark","B",9,"Deciduous",1,0.338425509380131,0.0172979793520962,"Winter"
"108","Telemark","B",9,"Deciduous",1,0.458727918345173,0.00251492032898049,"Winter"
"109","Trøndelag","B",9,"Deciduous",1,0.404064058839728,0.0100578212100371,"Winter"
"110","Hedmark","UB",9,"Deciduous",1,0.327257660852597,0.0175653685475622,"Winter"
"111","Telemark","UB",9,"Deciduous",1,0.450888439784437,0.00304101642254246,"Winter"
"112","Trøndelag","UB",9,"Deciduous",1,0.397479843864867,0.00983741634450612,"Winter"
"113","Hedmark","B",10,"Deciduous",1,0.329907134451248,0.0178493048047393,"Winter"
"114","Trøndelag","B",10,"Deciduous",1,0.404598887743695,0.0100406903460742,"Winter"
"115","Hedmark","UB",10,"Deciduous",1,0.325047268761799,0.0171104838482697,"Winter"
"116","Trøndelag","UB",10,"Deciduous",1,0.396963851317398,0.00980856120839642,"Winter"
"117","Hedmark","B",11,"Deciduous",1,0.327912831479084,0.0180859503279305,"Winter"
"118","Trøndelag","B",11,"Deciduous",1,0.404042980607189,0.0100242748099918,"Winter"
"119","Hedmark","UB",11,"Deciduous",1,0.325643677606696,0.0173305641692627,"Winter"
"120","Trøndelag","UB",11,"Deciduous",1,0.39735740809493,0.00970842574367318,"Winter"
"121","Telemark","B",1,"Pine",1,0.41510422607417,0.00297527882357053,"Winter"
"122","Trøndelag","B",1,"Pine",1,0.376679610596366,0.0131813026561484,"Winter"
"123","Telemark","UB",1,"Pine",1,0.417823285028731,0.00320652553536091,"Winter"
"124","Trøndelag","UB",1,"Pine",1,0.363579860222192,0.0139887058033063,"Winter"
"125","Hedmark","B",2,"Pine",1,0.310084696935917,0.00694348241177136,"Winter"
"126","Telemark","B",2,"Pine",1,0.415939917831796,0.00281420747136668,"Winter"
"127","Trøndelag","B",2,"Pine",1,0.372564727721211,0.0130655271306969,"Winter"
"128","Hedmark","UB",2,"Pine",1,0.3146999210395,0.0065259456639227,"Winter"
"129","Telemark","UB",2,"Pine",1,0.42001502693308,0.00322907164216808,"Winter"
"130","Trøndelag","UB",2,"Pine",1,0.376044880582992,0.0160566265225908,"Winter"
"131","Hedmark","B",3,"Pine",1,0.318205005920116,0.00502571066282081,"Winter"
"132","Telemark","B",3,"Pine",1,0.41457745745605,0.00296521589343997,"Winter"
"133","Trøndelag","B",3,"Pine",1,0.375483001160099,0.012897819582721,"Winter"
"134","Hedmark","UB",3,"Pine",1,0.316066506536647,0.0047583440214431,"Winter"
"135","Telemark","UB",3,"Pine",1,0.419617385948737,0.00307284114257027,"Winter"
"136","Trøndelag","UB",3,"Pine",1,0.380864395342483,0.0119234318693542,"Winter"
"137","Hedmark","B",4,"Pine",1,0.315976329710115,0.00511332551679266,"Winter"
"138","Telemark","B",4,"Pine",1,0.414075155755044,0.00290897563927106,"Winter"
"139","Trøndelag","B",4,"Pine",1,0.376961155047241,0.0118257117758306,"Winter"
"140","Hedmark","UB",4,"Pine",1,0.315639853329271,0.00482043378003795,"Winter"
"141","Telemark","UB",4,"Pine",1,0.41801710338213,0.00294361536248467,"Winter"
"142","Trøndelag","UB",4,"Pine",1,0.381869812645458,0.0113942666504632,"Winter"
"143","Hedmark","B",5,"Pine",1,0.310586986245984,0.00524972872423386,"Winter"
"144","Telemark","B",5,"Pine",1,0.412623715677319,0.00291472110492879,"Winter"
"145","Trøndelag","B",5,"Pine",1,0.375199223323988,0.0123097978931516,"Winter"
"146","Hedmark","UB",5,"Pine",1,0.313196418601866,0.00462916936500983,"Winter"
"147","Telemark","UB",5,"Pine",1,0.41658851378878,0.00310753854152502,"Winter"
"148","Trøndelag","UB",5,"Pine",1,0.381210144291231,0.0106338758222126,"Winter"
"149","Hedmark","B",6,"Pine",1,0.311404831316411,0.00521234755832514,"Winter"
"150","Telemark","B",6,"Pine",1,0.410941937702656,0.0029929407076516,"Winter"
"151","Trøndelag","B",6,"Pine",1,0.37446327686472,0.0122317141470533,"Winter"
"152","Hedmark","UB",6,"Pine",1,0.315341153443464,0.00514222845806479,"Winter"
"153","Telemark","UB",6,"Pine",1,0.415382138997137,0.00318328903332631,"Winter"
"154","Trøndelag","UB",6,"Pine",1,0.381259647248994,0.0105858575577101,"Winter"
"155","Hedmark","B",7,"Pine",1,0.308547745922316,0.00552286951919463,"Winter"
"156","Telemark","B",7,"Pine",1,0.407328485667292,0.00323894309965536,"Winter"
"157","Trøndelag","B",7,"Pine",1,0.375104877654983,0.012131940872457,"Winter"
"158","Hedmark","UB",7,"Pine",1,0.311661013115457,0.00543035767639279,"Winter"
"159","Telemark","UB",7,"Pine",1,0.413006686286122,0.00346447747666797,"Winter"
"160","Trøndelag","UB",7,"Pine",1,0.380059337885782,0.0104845017911942,"Winter"
"161","Hedmark","B",8,"Pine",1,0.319217856139125,0.00563371371091455,"Winter"
"162","Telemark","B",8,"Pine",1,0.40510735646796,0.00341410426536539,"Winter"
"163","Trøndelag","B",8,"Pine",1,0.374557301941311,0.0122975893384756,"Winter"
"164","Hedmark","UB",8,"Pine",1,0.320215612393017,0.00748267340887071,"Winter"
"165","Telemark","UB",8,"Pine",1,0.411378012170524,0.00350870117029136,"Winter"
"166","Trøndelag","UB",8,"Pine",1,0.382273743540153,0.0103412920785766,"Winter"
"167","Hedmark","B",9,"Pine",1,0.332701397035805,0.0115540884970223,"Winter"
"168","Telemark","B",9,"Pine",1,0.401620744788222,0.0035059579967772,"Winter"
"169","Trøndelag","B",9,"Pine",1,0.376314603168529,0.0111123895763494,"Winter"
"170","Hedmark","UB",9,"Pine",1,0.323365684078503,0.0183909025278424,"Winter"
"171","Telemark","UB",9,"Pine",1,0.408977314459345,0.00369489329851557,"Winter"
"172","Trøndelag","UB",9,"Pine",1,0.375800059765821,0.0106933727101747,"Winter"
"173","Hedmark","B",10,"Pine",1,0.33053889324367,0.0117179488247547,"Winter"
"174","Trøndelag","B",10,"Pine",1,0.376649628703777,0.0110441697217484,"Winter"
"175","Hedmark","UB",10,"Pine",1,0.316536377793927,0.0197925568206567,"Winter"
"176","Trøndelag","UB",10,"Pine",1,0.375082422448713,0.0104861807466038,"Winter"
"177","Hedmark","B",11,"Pine",1,0.325490908251152,0.0122595943682728,"Winter"
"178","Trøndelag","B",11,"Pine",1,0.378338181026658,0.011285358092335,"Winter"
"179","Hedmark","UB",11,"Pine",1,0.312778421471547,0.0200766630866434,"Winter"
"180","Trøndelag","UB",11,"Pine",1,0.373342550911549,0.0103944910396992,"Winter"
"181","Telemark","B",1,"Spruce",1,0.401540463029037,0.00284827889630246,"Winter"
"182","Trøndelag","B",1,"Spruce",1,0.362328645525988,0.00850541546231298,"Winter"
"183","Telemark","UB",1,"Spruce",1,0.394202126314547,0.00435127697276396,"Winter"
"184","Trøndelag","UB",1,"Spruce",1,0.369904197470067,0.00793653085357802,"Winter"
"185","Hedmark","B",2,"Spruce",1,0.313073965993201,0.00714826159643357,"Winter"
"186","Telemark","B",2,"Spruce",1,0.403552784932333,0.00270344672611166,"Winter"
"187","Trøndelag","B",2,"Spruce",1,0.363045076083901,0.00834866838121572,"Winter"
"188","Hedmark","UB",2,"Spruce",1,0.302932186335359,0.00835929692977881,"Winter"
"189","Telemark","UB",2,"Spruce",1,0.396062196005715,0.00400860395138203,"Winter"
"190","Trøndelag","UB",2,"Spruce",1,0.369439049174016,0.00770942667817969,"Winter"
"191","Hedmark","B",3,"Spruce",1,0.305674889130707,0.00530077564891975,"Winter"
"192","Telemark","B",3,"Spruce",1,0.402980928762872,0.00248040619672286,"Winter"
"193","Trøndelag","B",3,"Spruce",1,0.361256377681581,0.00839419215842745,"Winter"
"194","Hedmark","UB",3,"Spruce",1,0.304118584200366,0.00591082135695537,"Winter"
"195","Telemark","UB",3,"Spruce",1,0.394184908407781,0.00351454224194896,"Winter"
"196","Trøndelag","UB",3,"Spruce",1,0.368278648274552,0.00771055936171636,"Winter"
"197","Hedmark","B",4,"Spruce",1,0.30480097896711,0.00553864205154355,"Winter"
"198","Telemark","B",4,"Spruce",1,0.401740786511587,0.00248966170513343,"Winter"
"199","Trøndelag","B",4,"Spruce",1,0.359750723007088,0.00815260921050467,"Winter"
"200","Hedmark","UB",4,"Spruce",1,0.299083957222298,0.00588577783392242,"Winter"
"201","Telemark","UB",4,"Spruce",1,0.389792797107471,0.00369976754590944,"Winter"
"202","Trøndelag","UB",4,"Spruce",1,0.362910003305353,0.00733040537394403,"Winter"
"203","Hedmark","B",5,"Spruce",1,0.299828681051449,0.00580053083817102,"Winter"
"204","Telemark","B",5,"Spruce",1,0.40035318977746,0.00259189045976926,"Winter"
"205","Trøndelag","B",5,"Spruce",1,0.356016913176294,0.00816664951924284,"Winter"
"206","Hedmark","UB",5,"Spruce",1,0.293872261811668,0.00587029054098673,"Winter"
"207","Telemark","UB",5,"Spruce",1,0.386695078128584,0.00363194101273769,"Winter"
"208","Trøndelag","UB",5,"Spruce",1,0.358765358098868,0.00755896812248106,"Winter"
"209","Hedmark","B",6,"Spruce",1,0.298692570056455,0.00573644132749595,"Winter"
"210","Telemark","B",6,"Spruce",1,0.397550079746995,0.00274031523988579,"Winter"
"211","Trøndelag","B",6,"Spruce",1,0.349567898091763,0.00856364161690203,"Winter"
"212","Hedmark","UB",6,"Spruce",1,0.292489714926116,0.00575081420339472,"Winter"
"213","Telemark","UB",6,"Spruce",1,0.383710116799095,0.00388935605387133,"Winter"
"214","Trøndelag","UB",6,"Spruce",1,0.356741057325606,0.00745657303245373,"Winter"
"215","Hedmark","B",7,"Spruce",1,0.290755615745018,0.00607696670221411,"Winter"
"216","Telemark","B",7,"Spruce",1,0.394938197609057,0.00298935100287387,"Winter"
"217","Trøndelag","B",7,"Spruce",1,0.347889419062645,0.0084734769896196,"Winter"
"218","Hedmark","UB",7,"Spruce",1,0.289616315824277,0.00618270910821916,"Winter"
"219","Telemark","UB",7,"Spruce",1,0.380880346020571,0.00387522829187617,"Winter"
"220","Trøndelag","UB",7,"Spruce",1,0.355789623024391,0.00752663211696761,"Winter"
"221","Hedmark","B",8,"Spruce",1,0.293670781869478,0.00835848883751702,"Winter"
"222","Telemark","B",8,"Spruce",1,0.391364443504683,0.00355393238453829,"Winter"
"223","Trøndelag","B",8,"Spruce",1,0.344302987584105,0.00882236695326218,"Winter"
"224","Hedmark","UB",8,"Spruce",1,0.296919701597248,0.00660605653584924,"Winter"
"225","Telemark","UB",8,"Spruce",1,0.375939753975054,0.00396906571038807,"Winter"
"226","Trøndelag","UB",8,"Spruce",1,0.35256958556648,0.00793928908608216,"Winter"
"227","Hedmark","B",9,"Spruce",1,0.305335684202146,0.012070431895907,"Winter"
"228","Telemark","B",9,"Spruce",1,0.388605420744193,0.00354332697656455,"Winter"
"229","Trøndelag","B",9,"Spruce",1,0.343191176668367,0.00845533778594811,"Winter"
"230","Hedmark","UB",9,"Spruce",1,0.314704632243986,0.00932785959187041,"Winter"
"231","Telemark","UB",9,"Spruce",1,0.373603252817792,0.00415366934187438,"Winter"
"232","Trøndelag","UB",9,"Spruce",1,0.349617655707362,0.00724864484225368,"Winter"
"233","Hedmark","B",10,"Spruce",1,0.300354932363517,0.0125189080611819,"Winter"
"234","Trøndelag","B",10,"Spruce",1,0.341187348373754,0.00899613787001214,"Winter"
"235","Hedmark","UB",10,"Spruce",1,0.308884790084661,0.00883989257183388,"Winter"
"236","Trøndelag","UB",10,"Spruce",1,0.34651890251122,0.00752637165853602,"Winter"
"237","Hedmark","B",11,"Spruce",1,0.29407315641128,0.0131495377742174,"Winter"
"238","Trøndelag","B",11,"Spruce",1,0.33948657107488,0.00883577955318385,"Winter"
"239","Hedmark","UB",11,"Spruce",1,0.307345075266704,0.00935606874784714,"Winter"
"240","Trøndelag","UB",11,"Spruce",1,0.347511713523317,0.00714247356731131,"Winter"
"241","Telemark","B",1,"Composite",2,0.459373823686013,0.00345314405846863,"Winter"
"242","Trøndelag","B",1,"Composite",2,0.429003313280382,0.00823604435865996,"Winter"
"243","Telemark","UB",1,"Composite",2,0.46025296530097,0.00487520305590123,"Winter"
"244","Trøndelag","UB",1,"Composite",2,0.433706906277642,0.00721498677195398,"Winter"
"245","Hedmark","B",2,"Composite",2,0.386346762040487,0.00594317572178711,"Winter"
"246","Telemark","B",2,"Composite",2,0.463923325288138,0.00325272834646577,"Winter"
"247","Trøndelag","B",2,"Composite",2,0.429349885146734,0.00827602762105479,"Winter"
"248","Hedmark","UB",2,"Composite",2,0.385587549082994,0.00998326931924528,"Winter"
"249","Telemark","UB",2,"Composite",2,0.4640609770506,0.00436872954079866,"Winter"
"250","Trøndelag","UB",2,"Composite",2,0.434709808912742,0.00696069647640992,"Winter"
"251","Hedmark","B",3,"Composite",2,0.390352664341468,0.0048358827187723,"Winter"
"252","Telemark","B",3,"Composite",2,0.462785475711501,0.00316346972669715,"Winter"
"253","Trøndelag","B",3,"Composite",2,0.427313826681336,0.00832032427861497,"Winter"
"254","Hedmark","UB",3,"Composite",2,0.391135211848343,0.00610637776488825,"Winter"
"255","Telemark","UB",3,"Composite",2,0.459389910804158,0.00391907518184727,"Winter"
"256","Trøndelag","UB",3,"Composite",2,0.429964148182503,0.00718546564391449,"Winter"
"257","Hedmark","B",4,"Composite",2,0.387534325780704,0.00538476595287695,"Winter"
"258","Telemark","B",4,"Composite",2,0.460992552367876,0.00321635165999966,"Winter"
"259","Trøndelag","B",4,"Composite",2,0.426379137086009,0.00830962074603483,"Winter"
"260","Hedmark","UB",4,"Composite",2,0.387869515056646,0.00619198711100964,"Winter"
"261","Telemark","UB",4,"Composite",2,0.45659675125781,0.00386010991584843,"Winter"
"262","Trøndelag","UB",4,"Composite",2,0.427464086963861,0.00731801602571457,"Winter"
"263","Hedmark","B",5,"Composite",2,0.38212606386963,0.00600903932330534,"Winter"
"264","Telemark","B",5,"Composite",2,0.45839858432999,0.00341632795298891,"Winter"
"265","Trøndelag","B",5,"Composite",2,0.42431462823771,0.00828882563412989,"Winter"
"266","Hedmark","UB",5,"Composite",2,0.38094830074201,0.00677693272133013,"Winter"
"267","Telemark","UB",5,"Composite",2,0.453767578799586,0.00406449170802578,"Winter"
"268","Trøndelag","UB",5,"Composite",2,0.422233128623925,0.00745950738382886,"Winter"
"269","Hedmark","B",6,"Composite",2,0.383466712207553,0.00601926799231132,"Winter"
"270","Telemark","B",6,"Composite",2,0.454351424385164,0.00348621748168032,"Winter"
"271","Trøndelag","B",6,"Composite",2,0.423192027465125,0.00824470968069497,"Winter"
"272","Hedmark","UB",6,"Composite",2,0.378610659781899,0.006382417894952,"Winter"
"273","Telemark","UB",6,"Composite",2,0.449113333879027,0.00431068526851682,"Winter"
"274","Trøndelag","UB",6,"Composite",2,0.420165690082314,0.00732064618623335,"Winter"
"275","Hedmark","B",7,"Composite",2,0.378192110518639,0.00668524620010845,"Winter"
"276","Telemark","B",7,"Composite",2,0.451997778400493,0.0036718688773099,"Winter"
"277","Trøndelag","B",7,"Composite",2,0.423450419153499,0.00819915481245804,"Winter"
"278","Hedmark","UB",7,"Composite",2,0.37358624193311,0.00677513748423516,"Winter"
"279","Telemark","UB",7,"Composite",2,0.447798236641668,0.0042317257408032,"Winter"
"280","Trøndelag","UB",7,"Composite",2,0.416743803746386,0.00741569134483526,"Winter"
"281","Hedmark","B",8,"Composite",2,0.392482851330483,0.00564720012013651,"Winter"
"282","Telemark","B",8,"Composite",2,0.44906410652847,0.00400120715228147,"Winter"
"283","Trøndelag","B",8,"Composite",2,0.423635459333501,0.00853698334420429,"Winter"
"284","Hedmark","UB",8,"Composite",2,0.38322170670877,0.00640702819022815,"Winter"
"285","Telemark","UB",8,"Composite",2,0.444207714627768,0.00425409821033925,"Winter"
"286","Trøndelag","UB",8,"Composite",2,0.413314466626637,0.00740486953232117,"Winter"
"287","Hedmark","B",9,"Composite",2,0.399185256647517,0.0103948957364769,"Winter"
"288","Telemark","B",9,"Composite",2,0.446148806290736,0.00405737456477836,"Winter"
"289","Trøndelag","B",9,"Composite",2,0.422016290222426,0.00839644616704011,"Winter"
"290","Hedmark","UB",9,"Composite",2,0.389858931659122,0.0106122356486172,"Winter"
"291","Telemark","UB",9,"Composite",2,0.441907239609856,0.00433246643962353,"Winter"
"292","Trøndelag","UB",9,"Composite",2,0.411100944488811,0.00748458461360467,"Winter"
"293","Hedmark","B",10,"Composite",2,0.389325353148527,0.00984949779102585,"Winter"
"294","Trøndelag","B",10,"Composite",2,0.421820174233039,0.00834026785636648,"Winter"
"295","Hedmark","UB",10,"Composite",2,0.383246422453494,0.0106040535190818,"Winter"
"296","Trøndelag","UB",10,"Composite",2,0.410426674915863,0.00748482395709027,"Winter"
"297","Hedmark","B",11,"Composite",2,0.386064720867142,0.010690271535198,"Winter"
"298","Trøndelag","B",11,"Composite",2,0.419123494225696,0.00817779685791892,"Winter"
"299","Hedmark","UB",11,"Composite",2,0.382652729252327,0.0111924903758399,"Winter"
"300","Trøndelag","UB",11,"Composite",2,0.410472436152172,0.00740998632385589,"Winter"
"301","Telemark","B",1,"Deciduous",2,0.488807047265696,0.00194191181287448,"Winter"
"302","Trøndelag","B",1,"Deciduous",2,0.441524965355735,0.00937754704330974,"Winter"
"303","Telemark","UB",1,"Deciduous",2,0.490968855904611,0.00192996712314293,"Winter"
"304","Trøndelag","UB",1,"Deciduous",2,0.450759991154935,0.00793651424199966,"Winter"
"305","Hedmark","B",2,"Deciduous",2,0.427809748274848,0.00648695553349416,"Winter"
"306","Telemark","B",2,"Deciduous",2,0.488528501452095,0.00189402156518314,"Winter"
"307","Trøndelag","B",2,"Deciduous",2,0.442175841500593,0.00903266204338003,"Winter"
"308","Hedmark","UB",2,"Deciduous",2,0.435865560344238,0.00607670435515839,"Winter"
"309","Telemark","UB",2,"Deciduous",2,0.489627817840072,0.0018756562930855,"Winter"
"310","Trøndelag","UB",2,"Deciduous",2,0.450585761863487,0.00772435480206531,"Winter"
"311","Hedmark","B",3,"Deciduous",2,0.42635315394959,0.00418685389992826,"Winter"
"312","Telemark","B",3,"Deciduous",2,0.488695598864966,0.00188841773152763,"Winter"
"313","Trøndelag","B",3,"Deciduous",2,0.442482528748488,0.0091401742181883,"Winter"
"314","Hedmark","UB",3,"Deciduous",2,0.423704263009594,0.0048465292519433,"Winter"
